Product StockKeepingUnit,Price (01s68000002QhvuAAC) RON,Price (01s68000002QhvuAAC) EUR,IsActive
5200886164,215.29,,true
5200886165,222.83,,true
5200886166,222.83,,true
5200886167,222.83,,true
5200886168,215.29,,true
5200886169,232.88,,true
5200886170,223.18,,true
5200886171,232.88,,true
5200886172,215.29,,true
5200886173,232.88,,true
5200886174,209.94,,true
5200886175,215.29,,true
5200886608,225.28,,true
5200886609,217.86,,true
5200886610,212.12,,true
5200886611,286.9,,true
5200886612,254.2,,true
5200886613,225.28,,true
5200886614,217.86,,true
5200886615,212.12,,true
5200886616,286.9,,true
5200886617,254.2,,true
5200886618,225.28,,true
5200886619,217.86,,true
5200886620,212.12,,true
5200886621,286.9,,true
5200886622,254.2,,true
5200886623,225.28,,true
5200886624,217.86,,true
5200886625,212.12,,true
5200886626,254.2,,true
5200886627,225.28,,true
5200886628,217.86,,true
5200886629,212.12,,true
5200886630,286.9,,true
5200886631,254.2,,true
5200886632,225.28,,true
5200886633,217.86,,true
5200886634,212.12,,true
5200886635,286.9,,true
5200885886,223.18,,true
5200885887,223.18,,true
5200885888,232.88,,true
5200885889,215.29,,true
5200885890,215.29,,true
5200885891,215.29,,true
5200885892,222.83,,true
5200885893,222.83,,true
5200885894,222.83,,true
5200885895,215.29,,true
5200885896,232.88,,true
5200885897,223.18,,true
5200885898,232.88,,true
5200885899,215.29,,true
5200885900,232.88,,true
5200885901,209.94,,true
5200885902,215.29,,true
5200885903,232.88,,true
5200885904,222.83,,true
5200885905,223.18,,true
5200885906,232.88,,true
5200885907,215.29,,true
5200885908,232.88,,true
5200885909,232.88,,true
5200885910,209.94,,true
5200885911,223.18,,true
5200885912,232.88,,true
5200885913,215.29,,true
5200885914,215.29,,true
5200886176,232.88,,true
5200886177,222.83,,true
5200886178,223.18,,true
5200886179,232.88,,true
5200886180,215.29,,true
5200886181,232.88,,true
5200886182,232.88,,true
5200886183,209.94,,true
5200886184,223.18,,true
5200886185,232.88,,true
5200886186,215.29,,true
5200886187,215.29,,true
5200886188,232.88,,true
5200886189,222.83,,true
5200886190,215.29,,true
5200886191,222.83,,true
5200886192,232.88,,true
5200886193,232.88,,true
5200886194,222.83,,true
5200886195,215.29,,true
5200886196,223.18,,true
5200886197,223.18,,true
5200886198,215.29,,true
5200886199,232.88,,true
5200886200,223.18,,true
5200886201,222.83,,true
5200886202,222.83,,true
5200886203,223.18,,true
5200886204,232.88,,true
5200886720,217.86,,true
5200886721,212.12,,true
5200886722,286.9,,true
5200886723,254.2,,true
5200886724,225.28,,true
5200886725,217.86,,true
5200886726,212.12,,true
5200886727,286.9,,true
5200886728,254.2,,true
5200886729,225.28,,true
5200886730,217.86,,true
5200886731,212.12,,true
5200886732,286.9,,true
5200886733,254.2,,true
5200886734,225.28,,true
5200886735,217.86,,true
5200886736,212.12,,true
5200886737,286.9,,true
5200886738,254.2,,true
5200886739,225.28,,true
5200886740,217.86,,true
5200886741,212.12,,true
5200886742,286.9,,true
5200886743,254.2,,true
5200886744,225.28,,true
5200886745,217.86,,true
5200886746,212.12,,true
5200886747,286.9,,true
5200885915,232.88,,true
5200885916,222.83,,true
5200885917,215.29,,true
5200885918,222.83,,true
5200885919,232.88,,true
5200885920,232.88,,true
5200885921,222.83,,true
5200885922,215.29,,true
5200885923,223.18,,true
5200885924,223.18,,true
5200885925,215.29,,true
5200885926,232.88,,true
5200885927,223.18,,true
5200885928,222.83,,true
5200885929,222.83,,true
5200885930,223.18,,true
5200885931,232.88,,true
5200885932,223.18,,true
5200885933,215.29,,true
5200885934,215.29,,true
5200885935,222.83,,true
5200885936,215.29,,true
5200885937,222.83,,true
5200885938,223.18,,true
5200885939,222.83,,true
5200885940,232.88,,true
5200885941,223.18,,true
5200885942,232.88,,true
5200885943,215.29,,true
5200886205,223.18,,true
5200886206,215.29,,true
5200886207,215.29,,true
5200886208,222.83,,true
5200886209,215.29,,true
5200886210,222.83,,true
5200886211,223.18,,true
5200886212,222.83,,true
5200886213,232.88,,true
5200886214,223.18,,true
5200886215,232.88,,true
5200886216,215.29,,true
5200886217,223.18,,true
5200886218,223.18,,true
5200886219,215.29,,true
5200886220,222.83,,true
5200886221,223.18,,true
5200886222,222.83,,true
5200886223,222.83,,true
5200886224,222.83,,true
5200886225,232.88,,true
5200886226,223.18,,true
5200886227,222.83,,true
5200886228,223.18,,true
5200886229,215.29,,true
5200886230,223.18,,true
5200886231,222.83,,true
5200886232,215.29,,true
5200886233,222.83,,true
5200886636,254.2,,true
5200886637,225.28,,true
5200886638,217.86,,true
5200886639,212.12,,true
5200886640,286.9,,true
5200886641,254.2,,true
5200886642,225.28,,true
5200886643,217.86,,true
5200886644,212.12,,true
5200886645,286.9,,true
5200886646,254.2,,true
5200886647,225.28,,true
5200886648,217.86,,true
5200886649,212.12,,true
5200886650,208.32,,true
5200886651,286.9,,true
5200886652,254.2,,true
5200886653,225.28,,true
5200886654,217.86,,true
5200886655,212.12,,true
5200886656,286.9,,true
5200886657,254.2,,true
5200886658,225.28,,true
5200886659,217.86,,true
5200886660,212.12,,true
5200886661,286.9,,true
5200886662,254.2,,true
5200886663,225.28,,true
5200885944,223.18,,true
5200885945,223.18,,true
5200885946,215.29,,true
5200885947,222.83,,true
5200885948,223.18,,true
5200885949,222.83,,true
5200885950,222.83,,true
5200885951,222.83,,true
5200885952,232.88,,true
5200885953,223.18,,true
5200885954,222.83,,true
5200885955,223.18,,true
5200885956,215.29,,true
5200885957,223.18,,true
5200885958,222.83,,true
5200885959,215.29,,true
5200885960,222.83,,true
5200885961,232.88,,true
5200885962,223.18,,true
5200885963,209.94,,true
5200885964,222.83,,true
5200885965,222.83,,true
5200885966,223.18,,true
5200885967,223.18,,true
5200885968,215.29,,true
5200885969,232.88,,true
5200885970,223.18,,true
5200885971,215.29,,true
5200885972,223.18,,true
5200886234,232.88,,true
5200886235,223.18,,true
5200886236,209.94,,true
5200886237,222.83,,true
5200886238,222.83,,true
5200886239,223.18,,true
5200886240,223.18,,true
5200886241,215.29,,true
5200886242,232.88,,true
5200886243,223.18,,true
5200886244,215.29,,true
5200886245,223.18,,true
5200886246,223.18,,true
5200886247,223.18,,true
5200886248,223.18,,true
5200886249,222.83,,true
5200886250,215.29,,true
5200886251,223.18,,true
5200886252,232.88,,true
5200886253,215.29,,true
5200886254,232.88,,true
5200886255,232.88,,true
5200886256,222.83,,true
5200886257,222.83,,true
5200886258,223.18,,true
5200886259,232.88,,true
5200886260,209.94,,true
5200886261,209.94,,true
5200886262,232.88,,true
5200886692,286.9,,true
5200886693,254.2,,true
5200886694,225.28,,true
5200886695,217.86,,true
5200886696,212.12,,true
5200886697,286.9,,true
5200886698,254.2,,true
5200886699,225.28,,true
5200886700,217.86,,true
5200886701,212.12,,true
5200886702,286.9,,true
5200886703,254.2,,true
5200886704,225.28,,true
5200886705,217.86,,true
5200886706,212.12,,true
5200886707,286.9,,true
5200886708,254.2,,true
5200886709,225.28,,true
5200886710,217.86,,true
5200886711,212.12,,true
5200886712,286.9,,true
5200886713,254.2,,true
5200886714,225.28,,true
5200886715,217.86,,true
5200886716,212.12,,true
5200886717,286.9,,true
5200886718,254.2,,true
5200886719,225.28,,true
5200885973,223.18,,true
5200885974,223.18,,true
5200885975,223.18,,true
5200885976,222.83,,true
5200885977,215.29,,true
5200885978,223.18,,true
5200885979,232.88,,true
5200885980,215.29,,true
5200885981,232.88,,true
5200885982,232.88,,true
5200885983,222.83,,true
5200885984,222.83,,true
5200885985,223.18,,true
5200885986,232.88,,true
5200885987,209.94,,true
5200885988,209.94,,true
5200885989,232.88,,true
5200885990,222.83,,true
5200885991,209.94,,true
5200885992,305.54,,true
5200885993,305.54,,true
5200885994,305.54,,true
5200885995,305.54,,true
5200885996,305.54,,true
5200885997,305.54,,true
5200885998,305.54,,true
5200885999,305.54,,true
5200886000,305.54,,true
5200886001,305.54,,true
5200886263,222.83,,true
5200886264,209.94,,true
5200886265,305.54,,true
5200886266,305.54,,true
5200886267,305.54,,true
5200886268,305.54,,true
5200886269,305.54,,true
5200886270,305.54,,true
5200886271,305.54,,true
5200886272,305.54,,true
5200886273,305.54,,true
5200886274,305.54,,true
5200886275,305.54,,true
5200886276,305.54,,true
5200886277,305.54,,true
5200886278,305.54,,true
5200886279,305.54,,true
5200886280,305.54,,true
5200886281,305.54,,true
5200886282,305.54,,true
5200886283,305.54,,true
5200886284,305.54,,true
5200886285,305.54,,true
5200886286,305.54,,true
5200886287,305.54,,true
5200886288,305.54,,true
5200886289,305.54,,true
5200886290,305.54,,true
5200886291,305.54,,true
5200886748,254.2,,true
5200886749,225.28,,true
5200886750,217.86,,true
5200886751,212.12,,true
5200886752,208.32,,true
5200886753,286.9,,true
5200886754,254.2,,true
5200886755,225.28,,true
5200886756,217.86,,true
5200886757,212.12,,true
5200886758,286.9,,true
5200886759,254.2,,true
5200886760,225.28,,true
5200886761,217.86,,true
5200886762,212.12,,true
5200886763,286.9,,true
5200886764,254.2,,true
5200886765,225.28,,true
5200886766,217.86,,true
5200886767,212.12,,true
5200886768,286.9,,true
5200886769,254.2,,true
5200886770,225.28,,true
5200886771,217.86,,true
5200886772,212.12,,true
5200886773,286.9,,true
5200886774,254.2,,true
5200886775,225.28,,true
5200886002,305.54,,true
5200886003,305.54,,true
5200886004,305.54,,true
5200886005,305.54,,true
5200886006,305.54,,true
5200886007,305.54,,true
5200886008,305.54,,true
5200886009,305.54,,true
5200886010,305.54,,true
5200886011,305.54,,true
5200886012,305.54,,true
5200886013,305.54,,true
5200886014,305.54,,true
5200886015,305.54,,true
5200886016,305.54,,true
5200886017,305.54,,true
5200886018,305.54,,true
5200886019,305.54,,true
5200886020,305.54,,true
5200886021,305.54,,true
5200886022,305.54,,true
5200886023,305.54,,true
5200886024,305.54,,true
5200886025,305.54,,true
5200886026,305.54,,true
5200886027,305.54,,true
5200886028,305.54,,true
5200886029,305.54,,true
5200886030,305.54,,true
5200886292,305.54,,true
5200886293,305.54,,true
5200886294,305.54,,true
5200886295,305.54,,true
5200886296,305.54,,true
5200886297,305.54,,true
5200886298,305.54,,true
5200886299,305.54,,true
5200886300,305.54,,true
5200886301,305.54,,true
5200886302,305.54,,true
5200886303,305.54,,true
5200886304,305.54,,true
5200886305,305.54,,true
5200886306,305.54,,true
5200886307,305.54,,true
5200886308,305.54,,true
5200886309,305.54,,true
5200886310,305.54,,true
5200886311,305.54,,true
5200886312,305.54,,true
5200886313,305.54,,true
5200886314,305.54,,true
5200886315,305.54,,true
5200886316,305.54,,true
5200886317,223.18,,true
5200886318,232.88,,true
5200886319,215.29,,true
5200886320,215.29,,true
5200886664,217.86,,true
5200886665,212.12,,true
5200886666,286.9,,true
5200886667,254.2,,true
5200886668,225.28,,true
5200886669,217.86,,true
5200886670,212.12,,true
5200886671,286.9,,true
5200886672,254.2,,true
5200886673,225.28,,true
5200886674,217.86,,true
5200886675,212.12,,true
5200886676,286.9,,true
5200886677,254.2,,true
5200886678,225.28,,true
5200886679,217.86,,true
5200886680,212.12,,true
5200886681,286.9,,true
5200886682,254.2,,true
5200886683,225.28,,true
5200886684,217.86,,true
5200886685,212.12,,true
5200886686,286.9,,true
5200886687,254.2,,true
5200886688,225.28,,true
5200886689,217.86,,true
5200886690,212.12,,true
5200886691,208.32,,true
5200886031,305.54,,true
5200886032,305.54,,true
5200886033,305.54,,true
5200886034,305.54,,true
5200886035,305.54,,true
5200886036,305.54,,true
5200886037,305.54,,true
5200886038,305.54,,true
5200886039,305.54,,true
5200886040,305.54,,true
5200886041,305.54,,true
5200886042,305.54,,true
5200886043,305.54,,true
5200886044,223.18,,true
5200886045,232.88,,true
5200886046,215.29,,true
5200886047,215.29,,true
5200886048,232.88,,true
5200886049,223.18,,true
5200886050,232.88,,true
5200886051,223.18,,true
5200886052,215.29,,true
5200886053,223.18,,true
5200886054,215.29,,true
5200886055,215.29,,true
5200886056,215.29,,true
5200886057,215.29,,true
5200886058,232.88,,true
5200886059,215.29,,true
5200886321,232.88,,true
5200886322,223.18,,true
5200886323,232.88,,true
5200886324,223.18,,true
5200886325,215.29,,true
5200886326,223.18,,true
5200886327,215.29,,true
5200886328,215.29,,true
5200886329,215.29,,true
5200886330,215.29,,true
5200886331,232.88,,true
5200886332,215.29,,true
5200886333,215.29,,true
5200886334,222.83,,true
5200886335,232.88,,true
5200886336,232.88,,true
5200886337,232.88,,true
5200886338,232.88,,true
5200886339,223.18,,true
5200886340,232.88,,true
5200886341,222.83,,true
5200886342,215.29,,true
5200886343,222.83,,true
5200886344,223.18,,true
5200886345,222.83,,true
5200886346,223.18,,true
5200886347,222.83,,true
5200886348,222.83,,true
5200886349,223.18,,true
5200886776,217.86,,true
5200886777,212.12,,true
5200886778,208.32,,true
5200886779,286.9,,true
5200886780,254.2,,true
5200886781,225.28,,true
5200886782,217.86,,true
5200886783,212.12,,true
5200886784,286.9,,true
5200886785,254.2,,true
5200886786,225.28,,true
5200886787,217.86,,true
5200886788,212.12,,true
5200886789,286.9,,true
5200886790,254.2,,true
5200886791,225.28,,true
5200886792,217.86,,true
5200886793,212.12,,true
5200886794,286.9,,true
5200886795,254.2,,true
5200886796,225.28,,true
5200886797,217.86,,true
5200886798,212.12,,true
5200886799,286.9,,true
5200886800,254.2,,true
5200886801,225.28,,true
5200886802,217.86,,true
5200886803,212.12,,true
5200886060,215.29,,true
5200886061,222.83,,true
5200886062,232.88,,true
5200886063,232.88,,true
5200886064,232.88,,true
5200886065,232.88,,true
5200886066,223.18,,true
5200886067,232.88,,true
5200886068,222.83,,true
5200886069,215.29,,true
5200886070,222.83,,true
5200886071,223.18,,true
5200886072,222.83,,true
5200886073,223.18,,true
5200886074,222.83,,true
5200886075,222.83,,true
5200886076,223.18,,true
5200886077,215.29,,true
5200886078,223.18,,true
5200886079,222.83,,true
5200886080,223.18,,true
5200886081,232.88,,true
5200886082,222.83,,true
5200886083,222.83,,true
