Product StockKeepingUnit,Price (01s68000002QhvuAAC) RON,Price (01s68000002QhvuAAC) EUR,IsActive
5200932453,238,,true
5200932454,271.33,,true
5200932455,238,,true
5200932456,271.33,,true
5200932457,320.16,,true
5200932458,384.19,,true
5200932459,320.16,,true
5200932460,271.33,,true
5200932461,320.16,,true
5200932462,320.16,,true
5200932463,208.32,,true
5200932464,208.32,,true
5200932465,216.37,,true
5200932466,208.32,,true
5200932775,216.37,,true
5200932776,208.32,,true
5200932777,216.37,,true
5200932778,208.32,,true
5200932779,208.32,,true
5200932780,208.32,,true
5200932781,208.32,,true
5200932782,208.32,,true
5200932783,216.37,,true
5200932784,208.32,,true
5200932785,208.32,,true
5200932786,208.32,,true
5200932787,208.32,,true
5200932788,208.32,,true
5200932789,208.32,,true
5200932790,208.32,,true
5200932791,208.32,,true
5200932792,216.37,,true
5200932793,208.32,,true
5200932794,216.37,,true
5200932795,238,,true
5200932796,208.32,,true
5200932797,208.32,,true
5200932798,238,,true
5200932799,271.33,,true
5200932800,238,,true
5200932801,271.33,,true
5200932802,320.16,,true
5200933347,194.75,,true
5200933348,194.75,,true
5200933349,194.75,,true
5200933350,210.19,,true
5200933351,194.75,,true
5200933352,194.75,,true
5200933353,210.19,,true
5200933354,194.75,,true
5200933355,194.75,,true
5200933356,255.3,,true
5200933357,194.75,,true
5200933358,210.19,,true
5200933359,210.19,,true
5200933360,210.19,,true
5200933361,255.3,,true
5200933362,269.86,,true
5200933363,208.32,,true
5200933364,208.32,,true
5200933365,208.32,,true
5200933366,208.32,,true
5200933367,208.32,,true
5200933368,208.32,,true
5200933369,208.32,,true
5200933370,208.32,,true
5200933371,208.32,,true
5200933372,238,,true
5200933373,208.32,,true
5200933374,216.37,,true
5200933375,208.32,,true
5200911233,184.08,,true
5200911663,363.77,,true
5200912147,241.48,,true
5200912585,415.81,,true
5200912586,352.8,,true
5200912970,580.84,,true
5200913620,580.84,,true
5200913823,119.75,24.12,true
5200913824,106.67,21.48,true
5200913910,6.63,,true
5200913912,22.04,,true
5200913950,208.32,,true
5200914308,92.55,18.64,true
5200914385,212.41,,true
5200914621,561.81,,true
5200914805,228.15,,true
5200915074,209.94,,true
5200915299,363.77,,true
5200915348,415.81,,true
5200915384,68.13,13.72,true
5200915581,448.26,90.29,true
5200916067,59.02,11.89,true
5200916918,89.62,18.05,true
5200932467,208.32,,true
5200932468,216.37,,true
5200932469,208.32,,true
5200932470,208.32,,true
5200932471,216.37,,true
5200932472,208.32,,true
5200932473,208.32,,true
5200932474,208.32,,true
5200932475,208.32,,true
5200932476,208.32,,true
5200932477,208.32,,true
5200932478,208.32,,true
5200932479,208.32,,true
5200932480,208.32,,true
5200932481,208.32,,true
5200932482,208.32,,true
5200932483,216.37,,true
5200932484,208.32,,true
5200932485,208.32,,true
5200932486,208.32,,true
5200932487,216.37,,true
5200932488,208.32,,true
5200932489,208.32,,true
5200932490,208.32,,true
5200932491,208.32,,true
5200932492,208.32,,true
5200932493,208.32,,true
5200932494,208.32,,true
5200932803,384.19,,true
5200932804,320.16,,true
5200932805,271.33,,true
5200932806,320.16,,true
5200932807,320.16,,true
5200932808,208.32,,true
5200932809,208.32,,true
5200932810,216.37,,true
5200932811,208.32,,true
5200932812,208.32,,true
5200932813,216.37,,true
5200932814,208.32,,true
5200932815,208.32,,true
5200932816,216.37,,true
5200932817,208.32,,true
5200932818,208.32,,true
5200932819,208.32,,true
5200932820,208.32,,true
5200932821,208.32,,true
5200932822,208.32,,true
5200932823,208.32,,true
5200932824,208.32,,true
5200932825,208.32,,true
5200932826,208.32,,true
5200932827,208.32,,true
5200932828,216.37,,true
5200932829,208.32,,true
5200932830,208.32,,true
5200933376,208.32,,true
5200933377,208.32,,true
5200933378,208.32,,true
5200933379,216.37,,true
5200933380,238,,true
5200933381,208.32,,true
5200933382,216.37,,true
5200933383,238,,true
5200933384,320.16,,true
5200933385,320.16,,true
5200933386,320.16,,true
5200933387,208.32,,true
5200933388,208.32,,true
5200933389,208.32,,true
5200933390,208.32,,true
5200933391,208.32,,true
5200933392,208.32,,true
5200933393,208.32,,true
5200933394,216.37,,true
5200933395,238,,true
5200933396,208.32,,true
5200933397,208.32,,true
5200933398,238,,true
5200933399,208.32,,true
5200933400,216.37,,true
5200933401,320.16,,true
5200933402,208.32,,true
5200933403,208.32,,true
5200916948,415.81,,true
5200917387,34.32,6.91,true
5200917403,54.86,,true
5200918004,153.94,,true
5200918005,134.67,,true
5200918008,153.94,,true
5200918009,137.92,,true
5200918010,142.73,,true
5200918011,137.92,,true
5200918189,4083.61,,true
5200918441,78.57,15.83,true
5200918816,493.19,,true
5200919037,134.67,,true
5200919038,191.85,,true
5200919039,134.67,,true
5200919344,363.77,,true
5200919635,217.27,,true
5200919641,212.41,,true
5200919793,13.43,,true
5200919795,19.03,,true
5200919796,682.73,,true
5200919808,47.12,9.49,true
5200919950,208.32,,true
5200920357,212.41,,true
5200920358,212.41,,true
5200932495,208.32,,true
5200932496,208.32,,true
5200932497,208.32,,true
5200932498,216.37,,true
5200932499,208.32,,true
5200932500,238,,true
5200932501,320.16,,true
5200932502,238,,true
5200932503,320.16,,true
5200932504,384.19,,true
5200932505,208.32,,true
5200932506,208.32,,true
5200932507,208.32,,true
5200932508,208.32,,true
5200932509,208.32,,true
5200932510,216.37,,true
5200932511,208.32,,true
5200932512,208.32,,true
5200932513,216.37,,true
5200932514,208.32,,true
5200932515,208.32,,true
5200932516,208.32,,true
5200932517,208.32,,true
5200932518,208.32,,true
5200932519,238,,true
5200932520,208.32,,true
5200932521,208.32,,true
5200932522,320.16,,true
5200932831,208.32,,true
5200932832,216.37,,true
5200932833,208.32,,true
5200932834,208.32,,true
5200932835,208.32,,true
5200932836,208.32,,true
5200932837,208.32,,true
5200932838,208.32,,true
5200932839,208.32,,true
5200932840,208.32,,true
5200932841,208.32,,true
5200932842,208.32,,true
5200932843,216.37,,true
5200932844,208.32,,true
5200932845,238,,true
5200932846,320.16,,true
5200932847,238,,true
5200932848,320.16,,true
5200932849,384.19,,true
5200932850,208.32,,true
5200932851,208.32,,true
5200932852,208.32,,true
5200932853,208.32,,true
5200932854,208.32,,true
5200932855,216.37,,true
5200932856,208.32,,true
5200932857,208.32,,true
5200932858,216.37,,true
5200933404,238,,true
5200933405,208.32,,true
5200933406,208.32,,true
5200933407,216.37,,true
5200933408,208.32,,true
5200933409,208.32,,true
5200933410,238,,true
5200933411,208.32,,true
5200933412,208.32,,true
5200933413,320.16,,true
5200933414,208.32,,true
5200933415,208.32,,true
5200933416,216.37,,true
5200933417,208.32,,true
5200933418,216.37,,true
5200933419,271.33,,true
5200933420,208.32,,true
5200933421,216.37,,true
5200933422,320.16,,true
5200933423,320.16,,true
5200933424,320.16,,true
5200933425,320.16,,true
5200933426,320.16,,true
5200933427,320.16,,true
5200933428,320.16,,true
5200933429,271.33,,true
5200933430,384.19,,true
5200933431,384.19,,true
5200920382,363.77,,true
5200920436,682.73,,true
5200920464,212.41,,true
5200920593,208.32,,true
5200920698,212.41,,true
5200920738,153.94,,true
5200920740,191.85,,true
5200920753,209.94,,true
5200920793,209.94,,true
5200920794,209.94,,true
5200921155,444.35,,true
5200921328,437.39,,true
5200921506,208.32,,true
5200921525,363.77,,true
5200921583,254.2,,true
5200921606,134.67,,true
5200922008,222.83,,true
5200922058,209.94,,true
5200922059,217.27,,true
5200922273,88.76,17.88,true
5200922278,81.43,16.4,true
5200922279,67.42,13.58,true
5200922356,254.2,,true
5200922891,8.76,1.76,true
5200932523,208.32,,true
5200932524,208.32,,true
5200932525,216.37,,true
5200932526,208.32,,true
5200932527,208.32,,true
5200932528,216.37,,true
5200932529,208.32,,true
5200932530,208.32,,true
5200932531,216.37,,true
5200932532,208.32,,true
5200932533,208.32,,true
5200932534,216.37,,true
5200932535,216.37,,true
5200932536,216.37,,true
5200932537,238,,true
5200932538,208.32,,true
5200932539,208.32,,true
5200932540,208.32,,true
5200932541,208.32,,true
5200932542,208.32,,true
5200932543,208.32,,true
5200932544,208.32,,true
5200932545,208.32,,true
5200932546,208.32,,true
5200932547,208.32,,true
5200932548,208.32,,true
5200932549,216.37,,true
5200932550,208.32,,true
5200932859,208.32,,true
5200932860,208.32,,true
5200932861,208.32,,true
5200932862,208.32,,true
5200932863,208.32,,true
5200932864,238,,true
5200932865,208.32,,true
5200932866,208.32,,true
5200932867,320.16,,true
5200932868,208.32,,true
5200932869,208.32,,true
5200932870,216.37,,true
5200932871,208.32,,true
5200932872,208.32,,true
5200932873,216.37,,true
5200932874,208.32,,true
5200932875,208.32,,true
5200932876,216.37,,true
5200932877,208.32,,true
5200932878,208.32,,true
5200932879,216.37,,true
5200932880,216.37,,true
5200932881,216.37,,true
5200932882,238,,true
5200932883,208.32,,true
5200932884,208.32,,true
5200932885,208.32,,true
5200932886,208.32,,true
5200933432,208.32,,true
5200933433,208.32,,true
5200933434,238,,true
5200933435,208.32,,true
5200933436,208.32,,true
5200933437,208.32,,true
5200933438,208.32,,true
5200933439,271.33,,true
5200933440,238,,true
5200933441,216.37,,true
5200933442,208.32,,true
5200933443,320.16,,true
5200933444,208.32,,true
5200933445,216.37,,true
5200933446,320.16,,true
5200933447,208.32,,true
5200933448,238,,true
5200933449,320.16,,true
5200933450,208.32,,true
5200933451,208.32,,true
5200933452,384.19,,true
5200933453,208.32,,true
5200933454,208.32,,true
5200933455,320.16,,true
5200933456,208.32,,true
5200933457,216.37,,true
5200933458,320.16,,true
5200933459,208.32,,true
5200922991,225.28,,true
5200923043,580.84,,true
5200923044,493.19,,true
5200923129,284.49,,true
5200923794,444.35,,true
5200925266,83.54,16.83,true
5200925287,322.4,,true
5200925288,420.06,,true
5200925289,332.24,,true
5200925290,322.4,,true
5200925704,225.28,,true
5200925706,519,,true
5200925957,134.67,,true
5200926008,519,,true
5200926034,437.39,,true
5200926670,40.87,,true
5200926882,507.64,,true
5200926904,49.49,,true
5200926953,153.94,,true
5200927220,493.45,,true
5200927223,444.35,,true
5200927237,519,,true
5200927322,519,,true
5200927329,284.49,,true
5200927357,493.19,,true
5200927690,384.19,,true
5200927691,320.16,,true
5200927692,271.33,,true
5200927693,238,,true
5200932551,216.37,,true
5200932552,238,,true
5200932553,208.32,,true
5200932554,216.37,,true
5200932555,216.37,,true
5200932556,208.32,,true
5200932557,208.32,,true
5200932558,216.37,,true
5200932559,208.32,,true
5200932560,208.32,,true
5200932561,238,,true
5200932562,208.32,,true
5200932563,238,,true
5200932564,271.33,,true
5200932565,208.32,,true
5200932566,216.37,,true
5200932567,320.16,,true
5200932568,238,,true
5200932569,384.19,,true
5200932570,320.16,,true
5200932571,238,,true
5200932572,238,,true
5200932573,320.16,,true
5200932574,271.33,,true
5200932575,320.16,,true
5200932576,320.16,,true
5200932577,208.32,,true
5200932578,208.32,,true
5200932887,208.32,,true
5200932888,208.32,,true
5200932889,208.32,,true
5200932890,208.32,,true
5200932891,208.32,,true
5200932892,208.32,,true
5200932893,208.32,,true
5200932894,216.37,,true
5200932895,208.32,,true
5200932896,216.37,,true
5200932897,238,,true
5200932898,208.32,,true
5200932899,216.37,,true
5200932900,216.37,,true
5200932901,208.32,,true
5200932902,208.32,,true
5200932903,216.37,,true
5200932904,208.32,,true
5200932905,208.32,,true
5200932906,238,,true
5200932907,208.32,,true
5200932908,238,,true
5200932909,271.33,,true
5200932910,208.32,,true
5200932911,216.37,,true
5200932912,320.16,,true
5200932913,238,,true
5200932914,384.19,,true
5200933460,208.32,,true
5200933461,238,,true
5200933462,208.32,,true
5200933463,208.32,,true
5200933464,208.32,,true
5200933465,216.37,,true
5200933466,208.32,,true
5200933467,216.37,,true
5200933468,208.32,,true
5200933469,208.32,,true
5200933470,208.32,,true
5200933471,208.32,,true
5200933472,208.32,,true
5200933473,216.37,,true
5200933474,208.32,,true
5200933475,208.32,,true
5200933476,208.32,,true
5200933477,208.32,,true
5200933478,208.32,,true
5200933479,208.32,,true
5200933480,208.32,,true
5200933481,208.32,,true
5200933482,216.37,,true
5200933483,208.32,,true
5200933484,216.37,,true
5200933485,238,,true
5200933486,208.32,,true
5200933487,208.32,,true
5200927694,216.37,,true
5200927695,208.32,,true
5200927697,309.74,,true
5200927698,291.16,,true
5200927699,269.86,,true
5200927700,255.3,,true
5200927701,210.19,,true
5200927702,194.75,,true
5200927829,75.2,,true
5200928016,209.94,,true
5200928072,444.35,,true
5200928073,507.64,,true
5200928091,407.04,81.99,true
5200928094,441.76,88.98,true
5200928095,498.56,100.42,true
5200928096,530.09,106.77,true
5200928098,590.03,118.84,true
5200928100,654.24,131.77,true
5200928131,363.77,,true
5200928175,493.45,,true
5200928211,545.88,109.95,true
5200928212,372.33,75,true
5200932579,216.37,,true
5200932580,208.32,,true
5200932581,208.32,,true
5200932582,216.37,,true
5200932583,208.32,,true
5200932584,216.37,,true
5200932585,238,,true
5200932586,208.32,,true
5200932587,216.37,,true
5200932588,238,,true
5200932589,208.32,,true
5200932590,216.37,,true
5200932591,238,,true
5200932592,208.32,,true
5200932593,216.37,,true
5200932594,271.33,,true
5200932595,238,,true
5200932596,320.16,,true
5200932597,320.16,,true
5200932598,208.32,,true
5200932599,384.19,,true
5200932600,320.16,,true
5200932601,208.32,,true
5200932602,208.32,,true
5200932603,208.32,,true
5200932604,208.32,,true
5200932605,208.32,,true
5200932606,208.32,,true
5200932915,320.16,,true
5200932916,238,,true
5200932917,238,,true
5200932918,320.16,,true
5200932919,271.33,,true
5200932920,320.16,,true
5200932921,320.16,,true
5200932922,208.32,,true
5200932923,208.32,,true
5200932924,216.37,,true
5200932925,208.32,,true
5200932926,208.32,,true
5200932927,216.37,,true
5200932928,208.32,,true
5200932929,216.37,,true
5200932930,238,,true
5200932931,208.32,,true
5200932932,216.37,,true
5200932933,238,,true
5200932934,208.32,,true
5200932935,216.37,,true
5200932936,238,,true
5200932937,208.32,,true
5200932938,216.37,,true
5200932939,271.33,,true
5200932940,238,,true
5200932941,320.16,,true
5200932942,320.16,,true
5200933488,238,,true
5200933489,271.33,,true
5200933490,238,,true
5200933491,271.33,,true
5200933492,320.16,,true
5200933493,384.19,,true
5200933494,320.16,,true
5200933495,271.33,,true
5200933496,320.16,,true
5200933497,320.16,,true
5200933498,208.32,,true
5200933499,208.32,,true
5200933500,216.37,,true
5200933501,208.32,,true
5200933502,208.32,,true
5200933503,216.37,,true
5200933504,208.32,,true
5200933505,208.32,,true
5200933506,216.37,,true
5200933507,208.32,,true
5200933508,208.32,,true
5200933509,208.32,,true
5200933510,208.32,,true
5200933511,208.32,,true
5200933512,208.32,,true
5200933513,208.32,,true
5200933514,208.32,,true
5200933515,208.32,,true
5200928213,391.25,78.8,true
5200928214,444.9,89.61,true
5200928215,479.61,96.6,true
5200928216,508,102.32,true
5200928327,318.68,64.19,true
5200928329,366.01,73.72,true
5200928330,397.58,80.08,true
5200928331,425.96,85.8,true
5200928332,457.52,92.15,true
5200928333,485.94,97.88,true
5200928444,222.83,,true
5200928458,580.84,,true
5200928459,356.57,71.82,true
5200928467,407.04,81.99,true
5200928471,460.66,92.79,true
5200932607,208.32,,true
5200932608,208.32,,true
5200932609,320.16,,true
5200932610,208.32,,true
5200932611,208.32,,true
5200932612,208.32,,true
5200932613,208.32,,true
5200932614,208.32,,true
5200932615,238,,true
5200932616,208.32,,true
5200932617,208.32,,true
5200932618,208.32,,true
5200932619,208.32,,true
5200932620,208.32,,true
5200932621,216.37,,true
5200932622,208.32,,true
5200932623,216.37,,true
5200932624,216.37,,true
5200932625,216.37,,true
5200932626,238,,true
5200932627,320.16,,true
5200932628,208.32,,true
5200932629,208.32,,true
5200932630,208.32,,true
5200932631,208.32,,true
5200932632,208.32,,true
5200932633,208.32,,true
5200932634,208.32,,true
5200932943,208.32,,true
5200932944,384.19,,true
5200932945,320.16,,true
5200932946,208.32,,true
5200932947,208.32,,true
5200932948,208.32,,true
5200932949,208.32,,true
5200932950,208.32,,true
5200932951,208.32,,true
5200932952,208.32,,true
5200932953,208.32,,true
5200932954,320.16,,true
5200932955,208.32,,true
5200932956,208.32,,true
5200932957,208.32,,true
5200932958,208.32,,true
5200932959,208.32,,true
5200932960,238,,true
5200932961,208.32,,true
5200932962,208.32,,true
5200932963,208.32,,true
5200932964,208.32,,true
5200932965,208.32,,true
5200932966,216.37,,true
5200932967,208.32,,true
5200932968,216.37,,true
5200932969,216.37,,true
5200932970,216.37,,true
5200933516,208.32,,true
5200933517,208.32,,true
5200933518,216.37,,true
5200933519,208.32,,true
5200933520,208.32,,true
5200933521,208.32,,true
5200933522,216.37,,true
5200933523,208.32,,true
5200933524,208.32,,true
5200933525,208.32,,true
5200933526,208.32,,true
5200933527,208.32,,true
5200933528,208.32,,true
5200933529,208.32,,true
5200933530,208.32,,true
5200933531,208.32,,true
5200933532,208.32,,true
5200933533,216.37,,true
5200933534,208.32,,true
5200933535,238,,true
5200933536,320.16,,true
5200933537,238,,true
5200933538,320.16,,true
5200933539,384.19,,true
5200933540,208.32,,true
5200933541,208.32,,true
5200933542,208.32,,true
5200933543,208.32,,true
5200928472,504.85,101.69,true
5200928473,571.13,115.03,true
5200928474,627.93,126.48,true
5200928500,264.99,53.37,true
5200928619,415.81,,true
5200928695,208.32,,true
5200928701,209.94,,true
5200928736,352.8,,true
5200928768,381.81,76.9,true
5200928771,407.04,81.99,true
5200928772,460.66,92.79,true
5200928773,504.85,101.69,true
5200928774,571.13,115.03,true
5200928775,627.93,126.48,true
5200928840,519,,true
5200928901,352.8,,true
5200928951,580.84,,true
5200929068,286.9,,true
5200932635,208.32,,true
5200932636,208.32,,true
5200932637,208.32,,true
5200932638,208.32,,true
5200932639,208.32,,true
5200932640,208.32,,true
5200932641,208.32,,true
5200932642,208.32,,true
5200932643,208.32,,true
5200932644,208.32,,true
5200932645,208.32,,true
5200932646,208.32,,true
5200932647,208.32,,true
5200932648,208.32,,true
5200932649,208.32,,true
5200932650,208.32,,true
5200932651,208.32,,true
5200932652,208.32,,true
5200932653,208.32,,true
5200932654,208.32,,true
5200932655,208.32,,true
5200932656,208.32,,true
5200932657,208.32,,true
5200932658,208.32,,true
5200932659,208.32,,true
5200932660,216.37,,true
5200932661,208.32,,true
5200932662,208.32,,true
5200932971,238,,true
5200932972,320.16,,true
5200932973,208.32,,true
5200932974,208.32,,true
5200932975,208.32,,true
5200932976,208.32,,true
5200932977,208.32,,true
5200932978,208.32,,true
5200932979,208.32,,true
5200932980,208.32,,true
5200932981,208.32,,true
5200932982,208.32,,true
5200932983,208.32,,true
5200932984,208.32,,true
5200932985,208.32,,true
5200932986,208.32,,true
5200932987,208.32,,true
5200932988,208.32,,true
5200932989,208.32,,true
5200932990,208.32,,true
5200932991,208.32,,true
5200932992,208.32,,true
5200932993,208.32,,true
5200932994,208.32,,true
5200932995,208.32,,true
5200932996,208.32,,true
5200932997,208.32,,true
5200932998,208.32,,true
5200933544,208.32,,true
5200933545,216.37,,true
5200933546,208.32,,true
5200933547,208.32,,true
5200933548,216.37,,true
5200933549,208.32,,true
5200933550,208.32,,true
5200933551,208.32,,true
5200933552,208.32,,true
5200933553,208.32,,true
5200933554,238,,true
5200933555,208.32,,true
5200933556,208.32,,true
5200933557,320.16,,true
5200933558,208.32,,true
5200933559,208.32,,true
5200933560,216.37,,true
5200933561,208.32,,true
5200933562,208.32,,true
5200933563,216.37,,true
5200933564,208.32,,true
5200933565,208.32,,true
5200933566,216.37,,true
5200933567,208.32,,true
5200933568,208.32,,true
5200933569,216.37,,true
5200933570,216.37,,true
5200933571,216.37,,true
5200842703,138.53,,true
5200842704,114.68,,true
5200842705,114.68,,true
5200842706,114.68,,true
5200842707,99.82,,true
5200842708,99.82,,true
5200842709,114.68,,true
5200842710,114.68,,true
5200842711,190.66,,true
5200842712,99.82,,true
5200842713,99.82,,true
5200842714,190.66,,true
5200842715,114.68,,true
5200842716,114.68,,true
5200842717,138.53,,true
5200842718,190.66,,true
5200842719,114.68,,true
5200842720,190.66,,true
5200842721,230.46,,true
5200842722,107.11,,true
5200842723,81.82,,true
5200842724,85.05,,true
5200842725,85.05,,true
5200842726,81.82,,true
5200842727,85.05,,true
5200842728,107.11,,true
5200842729,98.87,,true
5200842730,85.05,,true
5200842731,98.87,,true
5200637207,209.94,,true
5200637208,305.54,,true
5200637209,232.88,,true
5200637210,215.29,,true
5200637211,209.94,,true
5200637212,209.94,,true
5200637213,222.83,,true
5200637214,209.94,,true
5200637215,209.94,,true
5200637216,209.94,,true
5200637217,209.94,,true
5200637218,222.83,,true
5200637219,209.94,,true
5200637220,209.94,,true
5200637221,209.94,,true
5200637222,209.94,,true
5200637223,305.54,,true
5200637224,215.29,,true
5200637225,209.94,,true
5200637226,209.94,,true
5200637227,209.94,,true
5200637228,222.83,,true
5200637229,209.94,,true
5200637230,209.94,,true
5200637231,209.94,,true
5200637232,209.94,,true
5200637233,232.88,,true
5200637234,222.83,,true
5200637655,209.94,,true
5200637656,209.94,,true
5200637657,209.94,,true
5200637658,209.94,,true
5200637659,305.54,,true
5200637660,215.29,,true
5200637661,209.94,,true
5200637662,209.94,,true
5200637663,209.94,,true
5200637664,222.83,,true
5200637665,209.94,,true
5200637666,209.94,,true
5200637667,209.94,,true
5200637668,209.94,,true
5200637669,232.88,,true
5200637670,222.83,,true
5200637671,209.94,,true
5200637672,209.94,,true
5200637673,209.94,,true
5200637674,222.83,,true
5200637675,209.94,,true
5200637676,209.94,,true
5200637677,209.94,,true
5200637678,209.94,,true
5200637679,215.29,,true
5200637680,209.94,,true
5200637681,209.94,,true
5200637682,209.94,,true
5200648329,435.43,87.7,true
5200660334,78.34,,true
5200661054,38.25,7.7,true
5200661113,222.49,44.81,true
5200662604,2127.86,,true
5200662605,2297.55,,true
5200662606,1488.15,,true
5200665103,1017.45,,true
5200665156,56.98,11.48,true
5200665373,243.76,49.1,true
5200666191,913.33,,true
5200666193,216.47,,true
5200672427,131.12,26.41,true
5200675191,16.06,,true
5200676000,26.52,,true
5200676667,124.01,24.98,true
5200676873,264.99,53.37,true
5200676922,32.67,,true
5200677175,17.14,,true
5200677580,23.43,,true
5200678030,328.08,66.08,true
5200678152,224.63,45.24,true
5200842732,189.1,,true
5200842733,107.11,,true
5200842734,107.11,,true
5200842735,98.87,,true
5200842736,98.87,,true
5200842737,85.05,,true
5200842738,85.05,,true
5200842739,98.87,,true
5200842740,98.87,,true
5200842741,189.1,,true
5200842742,85.05,,true
5200842743,85.05,,true
5200842744,189.1,,true
5200842745,98.87,,true
5200842746,98.87,,true
5200842747,107.11,,true
5200842748,189.1,,true
5200842749,107.11,,true
5200842750,189.1,,true
5200842751,239.13,,true
5200845499,212.41,,true
5200845740,327.37,65.94,true
5200845805,37.71,,true
5200845820,49.02,,true
5200846137,13.8,,true
5200846141,19.3,,true
5200846143,24.69,,true
5200846145,27.51,,true
5200637235,209.94,,true
5200637236,209.94,,true
5200637237,209.94,,true
5200637238,222.83,,true
5200637239,209.94,,true
5200637240,209.94,,true
5200637241,209.94,,true
5200637242,209.94,,true
5200637243,215.29,,true
5200637244,209.94,,true
5200637245,209.94,,true
5200637246,209.94,,true
5200637247,209.94,,true
5200637248,222.83,,true
5200637249,222.83,,true
5200637250,209.94,,true
5200637251,209.94,,true
5200637252,209.94,,true
5200637253,222.83,,true
5200637254,305.54,,true
5200637255,209.94,,true
5200637256,209.94,,true
5200637257,209.94,,true
5200637258,222.83,,true
5200637259,222.83,,true
5200637260,209.94,,true
5200637261,209.94,,true
5200637262,209.94,,true
5200637683,209.94,,true
5200637684,222.83,,true
5200637685,222.83,,true
5200637686,209.94,,true
5200637687,209.94,,true
5200637688,209.94,,true
5200637689,222.83,,true
5200637690,305.54,,true
5200637691,209.94,,true
5200637692,209.94,,true
5200637693,209.94,,true
5200637694,222.83,,true
5200637695,222.83,,true
5200637696,209.94,,true
5200637697,209.94,,true
5200637698,209.94,,true
5200637699,305.54,,true
5200637700,305.54,,true
5200637701,222.83,,true
5200637702,209.94,,true
5200637703,209.94,,true
5200637704,305.54,,true
5200637705,305.54,,true
5200637706,222.83,,true
5200637707,209.94,,true
5200637708,209.94,,true
5200637709,305.54,,true
5200637710,305.54,,true
5200680657,17.01,,true
5200682021,11.58,,true
5200683464,264.99,53.37,true
5200683665,23.57,,true
5200685660,33.05,,true
5200685668,50.15,,true
5200688500,308.02,,true
5200688945,32.8,,true
5200688946,49.77,,true
5200690327,3101.01,624.6,true
5200690542,704.56,141.91,true
5200690546,1457.06,293.48,true
5200691081,1096.03,,true
5200691131,1666.4,,true
5200691135,11.76,,true
5200691147,2685.31,,true
5200691151,1776.96,,true
5200691156,1399.1,,true
5200694646,50.33,10.14,true
5200694647,123.04,24.78,true
5200764854,209.66,,true
5200846147,34.35,,true
5200846149,6.54,,true
5200846151,11.41,,true
5200846153,13.18,,true
5200847714,212.41,,true
5200848076,16.47,,true
5200848293,193.46,,true
5200849891,2135.29,,true
5200850028,25.08,,true
5200850030,30.94,,true
5200850115,217.27,,true
5200852238,104.86,,true
5200852239,104.86,,true
5200852288,150.86,,true
5200852289,150.86,,true
5200852290,150.86,,true
5200852291,150.86,,true
5200852292,150.86,,true
5200852293,150.86,,true
5200852294,150.86,,true
5200852295,150.86,,true
5200852296,150.86,,true
5200852297,150.86,,true
5200852651,38.17,,true
5200853173,212.41,,true
5200853305,35.04,,true
5200853307,53.16,,true
5200856852,42.64,,true
5200856854,47.28,,true
5200637263,305.54,,true
5200637264,305.54,,true
5200637265,222.83,,true
5200637266,209.94,,true
5200637267,209.94,,true
5200637268,305.54,,true
5200637269,305.54,,true
5200637270,222.83,,true
5200637271,209.94,,true
5200637272,209.94,,true
5200637273,305.54,,true
5200637274,305.54,,true
5200637275,222.83,,true
5200637276,215.29,,true
5200637277,209.94,,true
5200637278,305.54,,true
5200637279,305.54,,true
5200637280,305.54,,true
5200637281,222.83,,true
5200637282,209.94,,true
5200637283,222.83,,true
5200637284,222.83,,true
5200637285,222.83,,true
5200637286,209.94,,true
5200637287,209.94,,true
5200637288,209.94,,true
5200637289,215.29,,true
5200637290,209.94,,true
5200637711,222.83,,true
5200637712,215.29,,true
5200637713,209.94,,true
5200637714,305.54,,true
5200637715,305.54,,true
5200637716,305.54,,true
5200637717,222.83,,true
5200637718,209.94,,true
5200637719,222.83,,true
5200637720,222.83,,true
5200637721,222.83,,true
5200637722,209.94,,true
5200637723,209.94,,true
5200637724,209.94,,true
5200637725,215.29,,true
5200637726,209.94,,true
5200637727,209.94,,true
5200637728,209.94,,true
5200637729,222.83,,true
5200637730,215.29,,true
5200637731,209.94,,true
5200637732,209.94,,true
5200637733,209.94,,true
5200637734,209.94,,true
5200637735,209.94,,true
5200637736,222.83,,true
5200637737,222.83,,true
5200637738,209.94,,true
5200764855,209.66,,true
5200764857,209.66,,true
5200764858,209.66,,true
5200764859,209.66,,true
5200764860,209.66,,true
5200765109,123.28,,true
5200766321,363.77,,true
5200766347,437.39,,true
5200766354,352.8,,true
5200766384,352.8,,true
5200766411,437.39,,true
5200766436,682.73,,true
5200766456,352.8,,true
5200766461,363.77,,true
5200766505,363.77,,true
5200766512,352.8,,true
5200766513,437.39,,true
5200766514,363.77,,true
5200766515,352.8,,true
5200766516,352.8,,true
5200766522,682.73,,true
5200766528,352.8,,true
5200766530,437.39,,true
5200766533,437.39,,true
5200766538,363.77,,true
5200766539,352.8,,true
5200766540,363.77,,true
5200766541,363.77,,true
5200766542,363.77,,true
5200856856,37.18,,true
5200856858,41.33,,true
5200857449,5.54,,true
5200858980,36.1,,true
5200858982,42.14,,true
5200858984,45.12,,true
5200858987,48.18,,true
5200858989,54.13,,true
5200859927,29.35,,true
5200860086,16.17,,true
5200860172,21.99,,true
5200860173,22.87,,true
5200860174,25.11,,true
5200860175,25.11,,true
