Product StockKeepingUnit,Price (01s68000002Qj2IAAS) RON,Price (01s68000002Qj2IAAS) EUR,IsActive
5200885511,138.76,,true
5200885512,134.09,,true
5200885513,221.81,,true
5200885514,186.52,,true
5200885515,149.66,,true
5200885516,138.76,,true
5200885517,134.09,,true
5200885518,221.81,,true
5200885519,186.52,,true
5200885520,149.66,,true
5200885521,138.76,,true
5200885522,134.09,,true
5200885523,130.93,,true
5200885524,221.81,,true
5200885525,186.52,,true
5200885526,149.66,,true
5200885527,138.76,,true
5200885528,134.09,,true
5200885529,221.81,,true
5200885530,186.52,,true
5200885531,149.66,,true
5200885532,138.76,,true
5200885533,134.09,,true
5200885534,221.81,,true
5200885535,186.52,,true
5200885536,149.66,,true
5200885537,138.76,,true
5200885538,134.09,,true
5200885539,221.81,,true
5200885540,186.52,,true
5200885541,149.66,,true
5200885542,138.76,,true
5200885543,134.09,,true
5200885544,221.81,,true
5200885545,186.52,,true
5200885546,149.66,,true
5200885547,138.76,,true
5200885548,134.09,,true
5200885549,221.81,,true
5200885550,186.52,,true
5200885551,149.66,,true
5200885552,138.76,,true
5200885553,134.09,,true
5200885554,221.81,,true
5200885555,186.52,,true
5200885556,149.66,,true
5200885557,138.76,,true
5200885558,134.09,,true
5200885559,221.81,,true
5200885560,186.52,,true
5200885561,149.66,,true
5200885562,138.76,,true
5200885563,134.09,,true
5200885564,130.93,,true
5200885565,221.81,,true
5200885566,186.52,,true
5200885567,149.66,,true
5200885568,138.76,,true
5200885569,134.09,,true
5200885570,221.81,,true
5200885571,186.52,,true
5200885572,149.66,,true
5200885573,138.76,,true
5200885574,134.09,,true
5200885575,221.81,,true
5200885576,186.52,,true
5200885577,149.66,,true
5200885578,138.76,,true
5200885579,134.09,,true
5200885580,221.81,,true
5200885581,186.52,,true
5200885582,149.66,,true
5200885583,138.76,,true
5200886495,216.64,,true
5200886496,216.64,,true
5200886497,216.64,,true
5200886498,226.41,,true
5200886499,216.98,,true
5200886500,216.64,,true
5200886501,216.98,,true
5200886502,209.31,,true
5200886503,216.98,,true
5200886504,216.64,,true
5200886505,209.31,,true
5200886506,216.64,,true
5200886507,226.41,,true
5200886508,216.98,,true
5200886509,204.11,,true
5200886510,216.64,,true
5200886511,216.64,,true
5200886512,216.98,,true
5200886513,216.98,,true
5200886514,209.31,,true
5200886515,226.41,,true
5200886516,216.98,,true
5200886517,209.31,,true
5200886518,216.98,,true
5200886519,216.98,,true
5200886520,216.98,,true
5200886521,216.98,,true
5200886522,216.64,,true
5200886523,209.31,,true
5200885787,209.31,,true
5200885788,216.64,,true
5200885789,226.41,,true
5200885790,226.41,,true
5200885791,226.41,,true
5200885792,226.41,,true
5200885793,216.98,,true
5200885794,226.41,,true
5200885795,216.64,,true
5200885796,209.31,,true
5200885797,216.64,,true
5200885798,216.98,,true
5200886524,216.98,,true
5200886525,226.41,,true
5200886526,209.31,,true
5200886527,226.41,,true
5200886528,226.41,,true
5200886529,216.64,,true
5200886530,216.64,,true
5200886531,216.98,,true
5200886532,226.41,,true
