Product StockKeepingUnit,Price (01s68000002Qj2IAAS) RON,Price (01s68000002Qj2IAAS) EUR,IsActive
5200933469,202.54,,true
5200933470,202.54,,true
5200933471,202.54,,true
5200933472,202.54,,true
5200933473,210.36,,true
5200933474,202.54,,true
5200933475,202.54,,true
5200933476,202.54,,true
5200933477,202.54,,true
5200933478,202.54,,true
5200933479,202.54,,true
5200933480,202.54,,true
5200933481,202.54,,true
5200933482,210.36,,true
5200933483,202.54,,true
5200933484,210.36,,true
5200933485,231.39,,true
5200933486,202.54,,true
5200933487,202.54,,true
5200927694,210.36,,true
5200927695,202.54,,true
5200927697,301.13,,true
5200927698,283.07,,true
5200927699,262.36,,true
5200927700,248.21,,true
5200927701,204.35,,true
5200927702,189.34,,true
5200927829,73.12,,true
5200928016,204.11,,true
5200928072,432.01,,true
5200928073,493.54,,true
5200928091,395.74,79.71,true
5200928094,429.49,86.51,true
5200928095,484.71,97.63,true
5200928096,515.36,103.8,true
5200928098,573.64,115.54,true
5200928100,636.06,128.11,true
5200928131,353.66,,true
5200928175,479.75,,true
5200928211,530.72,106.9,true
5200928212,361.99,72.91,true
5200932579,210.36,,true
5200932580,202.54,,true
5200932581,202.54,,true
5200932582,210.36,,true
5200932583,202.54,,true
5200932584,210.36,,true
5200932585,231.39,,true
5200932586,202.54,,true
5200932587,210.36,,true
5200932588,231.39,,true
5200932589,202.54,,true
5200932590,210.36,,true
5200932591,231.39,,true
5200932592,202.54,,true
5200932593,210.36,,true
5200932594,263.8,,true
5200932595,231.39,,true
5200932596,311.26,,true
5200932597,311.26,,true
5200932598,202.54,,true
5200932599,373.52,,true
5200932600,311.26,,true
5200932601,202.54,,true
5200932602,202.54,,true
5200932603,202.54,,true
5200932604,202.54,,true
5200932605,202.54,,true
5200932606,202.54,,true
5200932915,311.26,,true
5200932916,231.39,,true
5200932917,231.39,,true
5200932918,311.26,,true
5200932919,263.8,,true
5200932920,311.26,,true
5200932921,311.26,,true
5200932922,202.54,,true
5200932923,202.54,,true
5200932924,210.36,,true
5200932925,202.54,,true
5200932926,202.54,,true
5200932927,210.36,,true
5200932928,202.54,,true
5200932929,210.36,,true
5200932930,231.39,,true
5200932931,202.54,,true
5200932932,210.36,,true
5200932933,231.39,,true
5200932934,202.54,,true
5200932935,210.36,,true
5200932936,231.39,,true
5200932937,202.54,,true
5200932938,210.36,,true
5200932939,263.8,,true
5200932940,231.39,,true
5200932941,311.26,,true
5200932942,311.26,,true
5200933488,231.39,,true
5200933489,263.8,,true
5200933490,231.39,,true
5200933491,263.8,,true
5200933492,311.26,,true
5200933493,373.52,,true
5200933494,311.26,,true
5200933495,263.8,,true
5200933496,311.26,,true
5200933497,311.26,,true
5200933498,202.54,,true
5200933499,202.54,,true
5200933500,210.36,,true
5200933501,202.54,,true
5200933502,202.54,,true
5200933503,210.36,,true
5200933504,202.54,,true
5200933505,202.54,,true
5200933506,210.36,,true
5200933507,202.54,,true
5200933508,202.54,,true
5200933509,202.54,,true
5200933510,202.54,,true
5200933511,202.54,,true
5200933512,202.54,,true
5200933513,202.54,,true
5200933514,202.54,,true
5200933515,202.54,,true
5200928213,380.38,76.62,true
5200928214,432.54,87.12,true
5200928215,466.29,93.92,true
5200928216,493.89,99.48,true
5200928327,309.83,62.41,true
5200928329,355.85,71.67,true
5200928330,386.53,77.85,true
5200928331,414.13,83.41,true
5200928332,444.81,89.59,true
5200928333,472.44,95.16,true
5200928444,216.64,,true
5200928458,564.7,,true
5200928459,346.67,69.83,true
5200928467,395.74,79.71,true
5200928471,447.87,90.21,true
5200932607,202.54,,true
5200932608,202.54,,true
5200932609,311.26,,true
5200932610,202.54,,true
5200932611,202.54,,true
5200932612,202.54,,true
5200932613,202.54,,true
5200932614,202.54,,true
5200932615,231.39,,true
5200932616,202.54,,true
5200932617,202.54,,true
5200932618,202.54,,true
5200932619,202.54,,true
5200932620,202.54,,true
5200932621,210.36,,true
5200932622,202.54,,true
5200932623,210.36,,true
5200932624,210.36,,true
5200932625,210.36,,true
5200932626,231.39,,true
5200932627,311.26,,true
5200932628,202.54,,true
5200932629,202.54,,true
5200932630,202.54,,true
5200932631,202.54,,true
5200932632,202.54,,true
5200932633,202.54,,true
5200932634,202.54,,true
5200932943,202.54,,true
5200932944,373.52,,true
5200932945,311.26,,true
5200932946,202.54,,true
5200932947,202.54,,true
5200932948,202.54,,true
5200932949,202.54,,true
5200932950,202.54,,true
5200932951,202.54,,true
5200932952,202.54,,true
5200932953,202.54,,true
5200932954,311.26,,true
5200932955,202.54,,true
5200932956,202.54,,true
5200932957,202.54,,true
5200932958,202.54,,true
5200932959,202.54,,true
5200932960,231.39,,true
5200932961,202.54,,true
5200932962,202.54,,true
5200932963,202.54,,true
5200932964,202.54,,true
5200932965,202.54,,true
5200932966,210.36,,true
5200932967,202.54,,true
5200932968,210.36,,true
5200932969,210.36,,true
5200932970,210.36,,true
5200933516,202.54,,true
5200933517,202.54,,true
5200933518,210.36,,true
5200933519,202.54,,true
5200933520,202.54,,true
5200933521,202.54,,true
5200933522,210.36,,true
5200933523,202.54,,true
5200933524,202.54,,true
5200933525,202.54,,true
5200933526,202.54,,true
5200933527,202.54,,true
5200933528,202.54,,true
5200933529,202.54,,true
5200933530,202.54,,true
5200933531,202.54,,true
5200933532,202.54,,true
5200933533,210.36,,true
5200933534,202.54,,true
5200933535,231.39,,true
5200933536,311.26,,true
5200933537,231.39,,true
5200933538,311.26,,true
5200933539,373.52,,true
5200933540,202.54,,true
5200933541,202.54,,true
5200933542,202.54,,true
5200933543,202.54,,true
5200928472,490.83,98.86,true
5200928473,555.26,111.84,true
5200928474,610.48,122.96,true
5200928500,257.63,51.89,true
5200928619,404.26,,true
5200928695,202.54,,true
5200928701,204.11,,true
5200928736,343,,true
5200928768,371.2,74.77,true
5200928771,395.74,79.71,true
5200928772,447.87,90.21,true
5200928773,490.83,98.86,true
5200928774,555.26,111.84,true
5200928775,610.48,122.96,true
5200928840,504.59,,true
5200928901,343,,true
5200928951,564.7,,true
5200929068,278.93,,true
5200932635,202.54,,true
5200932636,202.54,,true
5200932637,202.54,,true
5200932638,202.54,,true
5200932639,202.54,,true
5200932640,202.54,,true
5200932641,202.54,,true
5200932642,202.54,,true
5200932643,202.54,,true
5200932644,202.54,,true
5200932645,202.54,,true
5200932646,202.54,,true
5200932647,202.54,,true
5200932648,202.54,,true
5200932649,202.54,,true
5200932650,202.54,,true
5200932651,202.54,,true
5200932652,202.54,,true
5200932653,202.54,,true
5200932654,202.54,,true
5200932655,202.54,,true
5200932656,202.54,,true
5200932657,202.54,,true
5200932658,202.54,,true
5200932659,202.54,,true
5200932660,210.36,,true
5200932661,202.54,,true
5200932662,202.54,,true
5200932971,231.39,,true
5200932972,311.26,,true
5200932973,202.54,,true
5200932974,202.54,,true
5200932975,202.54,,true
5200932976,202.54,,true
5200932977,202.54,,true
5200932978,202.54,,true
5200932979,202.54,,true
5200932980,202.54,,true
5200932981,202.54,,true
5200932982,202.54,,true
5200932983,202.54,,true
5200932984,202.54,,true
5200932985,202.54,,true
5200932986,202.54,,true
5200932987,202.54,,true
5200932988,202.54,,true
5200932989,202.54,,true
5200932990,202.54,,true
5200932991,202.54,,true
5200932992,202.54,,true
5200932993,202.54,,true
5200932994,202.54,,true
5200932995,202.54,,true
5200932996,202.54,,true
5200932997,202.54,,true
5200932998,202.54,,true
5200933544,202.54,,true
5200933545,210.36,,true
5200933546,202.54,,true
5200933547,202.54,,true
5200933548,210.36,,true
5200933549,202.54,,true
5200933550,202.54,,true
5200933551,202.54,,true
5200933552,202.54,,true
5200933553,202.54,,true
5200933554,231.39,,true
5200933555,202.54,,true
5200933556,202.54,,true
5200933557,311.26,,true
5200933558,202.54,,true
5200933559,202.54,,true
5200933560,210.36,,true
5200933561,202.54,,true
5200933562,202.54,,true
5200933563,210.36,,true
5200933564,202.54,,true
5200933565,202.54,,true
5200933566,210.36,,true
5200933567,202.54,,true
5200933568,202.54,,true
5200933569,210.36,,true
5200933570,210.36,,true
5200933571,210.36,,true
5200842703,134.68,,true
5200842704,111.5,,true
5200842705,111.5,,true
5200842706,111.5,,true
5200842707,97.05,,true
5200842708,97.05,,true
5200842709,111.5,,true
5200842710,111.5,,true
5200842711,185.36,,true
5200842712,97.05,,true
5200842713,97.05,,true
5200842714,185.36,,true
5200842715,111.5,,true
5200842716,111.5,,true
5200842717,134.68,,true
5200842718,185.36,,true
5200842719,111.5,,true
5200842720,185.36,,true
5200842721,224.06,,true
5200842722,104.13,,true
5200842723,79.55,,true
5200842724,82.68,,true
5200842725,82.68,,true
5200842726,79.55,,true
5200842727,82.68,,true
5200842728,104.13,,true
5200842729,96.12,,true
5200842730,82.68,,true
5200842731,96.12,,true
5200637207,204.11,,true
5200637208,297.05,,true
5200637209,226.41,,true
5200637210,209.31,,true
5200637211,204.11,,true
5200637212,204.11,,true
5200637213,216.64,,true
5200637214,204.11,,true
5200637215,204.11,,true
5200637216,204.11,,true
5200637217,204.11,,true
5200637218,216.64,,true
5200637219,204.11,,true
5200637220,204.11,,true
5200637221,204.11,,true
5200637222,204.11,,true
5200637223,297.05,,true
5200637224,209.31,,true
5200637225,204.11,,true
5200637226,204.11,,true
5200637227,204.11,,true
5200637228,216.64,,true
5200637229,204.11,,true
5200637230,204.11,,true
5200637231,204.11,,true
5200637232,204.11,,true
5200637233,226.41,,true
5200637234,216.64,,true
5200637655,204.11,,true
5200637656,204.11,,true
5200637657,204.11,,true
5200637658,204.11,,true
5200637659,297.05,,true
5200637660,209.31,,true
5200637661,204.11,,true
5200637662,204.11,,true
5200637663,204.11,,true
5200637664,216.64,,true
5200637665,204.11,,true
5200637666,204.11,,true
5200637667,204.11,,true
5200637668,204.11,,true
5200637669,226.41,,true
5200637670,216.64,,true
5200637671,204.11,,true
5200637672,204.11,,true
5200637673,204.11,,true
5200637674,216.64,,true
5200637675,204.11,,true
5200637676,204.11,,true
5200637677,204.11,,true
5200637678,204.11,,true
5200637679,209.31,,true
5200637680,204.11,,true
5200637681,204.11,,true
5200637682,204.11,,true
5200648329,423.33,85.27,true
5200660334,76.16,,true
5200661054,37.18,7.49,true
5200661113,216.31,43.57,true
5200662604,2068.75,,true
5200662605,2233.73,,true
5200662606,1446.82,,true
5200665103,989.18,,true
5200665156,55.4,11.16,true
5200665373,236.99,47.73,true
5200666191,887.96,,true
5200666193,210.46,,true
5200672427,127.48,25.68,true
5200675191,15.62,,true
5200676000,25.78,,true
5200676667,120.56,24.28,true
5200676873,257.63,51.89,true
5200676922,31.77,,true
5200677175,16.67,,true
5200677580,22.78,,true
5200678030,318.97,64.25,true
5200678152,218.39,43.99,true
5200842732,183.85,,true
5200842733,104.13,,true
5200842734,104.13,,true
5200842735,96.12,,true
5200842736,96.12,,true
5200842737,82.68,,true
5200842738,82.68,,true
5200842739,96.12,,true
5200842740,96.12,,true
5200842741,183.85,,true
5200842742,82.68,,true
5200842743,82.68,,true
5200842744,183.85,,true
5200842745,96.12,,true
5200842746,96.12,,true
5200842747,104.13,,true
5200842748,183.85,,true
5200842749,104.13,,true
5200842750,183.85,,true
5200842751,232.48,,true
5200845499,206.51,,true
5200845740,318.28,64.11,true
5200845805,36.66,,true
5200845820,47.66,,true
5200846137,13.42,,true
5200846141,18.77,,true
5200846143,24,,true
5200846145,26.75,,true
5200637235,204.11,,true
5200637236,204.11,,true
5200637237,204.11,,true
5200637238,216.64,,true
5200637239,204.11,,true
5200637240,204.11,,true
5200637241,204.11,,true
5200637242,204.11,,true
5200637243,209.31,,true
5200637244,204.11,,true
5200637245,204.11,,true
5200637246,204.11,,true
5200637247,204.11,,true
5200637248,216.64,,true
5200637249,216.64,,true
5200637250,204.11,,true
5200637251,204.11,,true
5200637252,204.11,,true
5200637253,216.64,,true
5200637254,297.05,,true
5200637255,204.11,,true
5200637256,204.11,,true
5200637257,204.11,,true
5200637258,216.64,,true
5200637259,216.64,,true
5200637260,204.11,,true
5200637261,204.11,,true
5200637262,204.11,,true
5200637683,204.11,,true
5200637684,216.64,,true
5200637685,216.64,,true
5200637686,204.11,,true
5200637687,204.11,,true
5200637688,204.11,,true
5200637689,216.64,,true
5200637690,297.05,,true
5200637691,204.11,,true
5200637692,204.11,,true
5200637693,204.11,,true
5200637694,216.64,,true
5200637695,216.64,,true
5200637696,204.11,,true
5200637697,204.11,,true
5200637698,204.11,,true
5200637699,297.05,,true
5200637700,297.05,,true
5200637701,216.64,,true
5200637702,204.11,,true
5200637703,204.11,,true
5200637704,297.05,,true
5200637705,297.05,,true
5200637706,216.64,,true
5200637707,204.11,,true
5200637708,204.11,,true
5200637709,297.05,,true
5200637710,297.05,,true
5200680657,16.53,,true
5200682021,11.26,,true
5200683464,257.63,51.89,true
5200683665,22.92,,true
5200685660,32.13,,true
5200685668,48.76,,true
5200688500,299.46,,true
5200688945,31.89,,true
5200688946,48.39,,true
5200690327,3014.87,607.25,true
5200690542,684.99,137.97,true
5200690546,1416.59,285.33,true
5200691081,1065.58,,true
5200691131,1620.11,,true
5200691135,11.44,,true
5200691147,2610.72,,true
5200691151,1727.6,,true
5200691156,1360.24,,true
5200694646,48.93,9.86,true
5200694647,119.62,24.09,true
5200764854,203.84,,true
5200846147,33.4,,true
5200846149,6.36,,true
5200846151,11.1,,true
5200846153,12.82,,true
5200847714,206.51,,true
5200848076,16.01,,true
5200848293,188.08,,true
5200849891,2075.98,,true
5200850028,24.38,,true
5200850030,30.08,,true
5200850115,211.23,,true
5200852238,101.95,,true
5200852239,101.95,,true
5200852288,146.67,,true
5200852289,146.67,,true
5200852290,146.67,,true
5200852291,146.67,,true
5200852292,146.67,,true
5200852293,146.67,,true
5200852294,146.67,,true
5200852295,146.67,,true
5200852296,146.67,,true
5200852297,146.67,,true
5200852651,37.11,,true
5200853173,206.51,,true
5200853305,34.06,,true
5200853307,51.69,,true
5200856852,41.45,,true
5200856854,45.97,,true
5200637263,297.05,,true
5200637264,297.05,,true
5200637265,216.64,,true
5200637266,204.11,,true
5200637267,204.11,,true
5200637268,297.05,,true
5200637269,297.05,,true
5200637270,216.64,,true
5200637271,204.11,,true
5200637272,204.11,,true
5200637273,297.05,,true
5200637274,297.05,,true
5200637275,216.64,,true
5200637276,209.31,,true
5200637277,204.11,,true
5200637278,297.05,,true
5200637279,297.05,,true
5200637280,297.05,,true
5200637281,216.64,,true
5200637282,204.11,,true
5200637283,216.64,,true
5200637284,216.64,,true
5200637285,216.64,,true
5200637286,204.11,,true
5200637287,204.11,,true
5200637288,204.11,,true
5200637289,209.31,,true
5200637290,204.11,,true
5200637711,216.64,,true
5200637712,209.31,,true
5200637713,204.11,,true
5200637714,297.05,,true
5200637715,297.05,,true
5200637716,297.05,,true
5200637717,216.64,,true
5200637718,204.11,,true
5200637719,216.64,,true
5200637720,216.64,,true
5200637721,216.64,,true
5200637722,204.11,,true
5200637723,204.11,,true
5200637724,204.11,,true
5200637725,209.31,,true
5200637726,204.11,,true
5200637727,204.11,,true
5200637728,204.11,,true
5200637729,216.64,,true
5200637730,209.31,,true
5200637731,204.11,,true
5200637732,204.11,,true
5200637733,204.11,,true
5200637734,204.11,,true
5200637735,204.11,,true
5200637736,216.64,,true
5200637737,216.64,,true
5200637738,204.11,,true
5200764855,203.84,,true
5200764857,203.84,,true
5200764858,203.84,,true
5200764859,203.84,,true
5200764860,203.84,,true
5200765109,119.85,,true
5200766321,353.66,,true
5200766347,425.24,,true
5200766354,343,,true
5200766384,343,,true
5200766411,425.24,,true
5200766436,663.76,,true
5200766456,343,,true
5200766461,353.66,,true
5200766505,353.66,,true
5200766512,343,,true
5200766513,425.24,,true
5200766514,353.66,,true
5200766515,343,,true
5200766516,343,,true
5200766522,663.76,,true
5200766528,343,,true
5200766530,425.24,,true
5200766533,425.24,,true
5200766538,353.66,,true
5200766539,343,,true
5200766540,353.66,,true
5200766541,353.66,,true
5200766542,353.66,,true
5200856856,36.15,,true
5200856858,40.18,,true
5200857449,5.39,,true
5200858980,35.1,,true
5200858982,40.97,,true
5200858984,43.86,,true
5200858987,46.84,,true
5200858989,52.63,,true
5200859927,28.54,,true
5200860086,15.72,,true
5200860172,21.38,,true
5200860173,22.23,,true
5200860174,24.42,,true
5200860175,24.42,,true
5200860178,24.42,,true
5200860181,22.23,,true
5200860182,22.23,,true
5200860184,22.23,,true
5200860221,14.74,,true
5200860655,109.42,,true
5200860901,206.51,,true
5200861782,206.51,,true
5200861935,52.92,,true
5200862019,1316.11,,true
5200862023,47.84,,true
5200862024,31.53,,true
5200862025,2132.93,,true
5200862557,35.03,,true
5200865404,334.57,,true
5200637291,204.11,,true
5200637292,204.11,,true
5200637293,216.64,,true
5200637294,209.31,,true
5200637295,204.11,,true
5200637296,204.11,,true
5200637297,204.11,,true
5200637298,204.11,,true
5200637299,204.11,,true
5200637300,216.64,,true
5200637301,216.64,,true
5200637302,204.11,,true
5200637303,204.11,,true
5200637304,209.31,,true
5200637305,204.11,,true
5200637306,204.11,,true
5200637307,209.31,,true
5200637308,216.64,,true
5200637309,204.11,,true
5200637310,204.11,,true
5200637311,204.11,,true
5200637312,204.11,,true
5200637313,204.11,,true
5200637314,204.11,,true
5200637315,204.11,,true
5200637316,209.31,,true
5200637317,204.11,,true
5200637318,204.11,,true
5200637739,204.11,,true
5200637740,209.31,,true
5200637741,204.11,,true
5200637742,204.11,,true
5200637743,209.31,,true
5200637744,216.64,,true
5200637745,204.11,,true
5200637746,204.11,,true
5200637747,204.11,,true
5200637748,204.11,,true
5200637749,204.11,,true
5200637750,204.11,,true
5200637751,204.11,,true
5200637752,209.31,,true
5200637753,204.11,,true
5200637754,204.11,,true
5200637755,204.11,,true
5200637756,204.11,,true
5200637757,204.11,,true
5200637758,204.11,,true
5200637759,209.31,,true
5200637760,204.11,,true
5200637761,204.11,,true
5200637762,209.31,,true
5200637763,209.31,,true
5200637764,209.31,,true
5200637765,204.11,,true
5200637766,204.11,,true
5200766544,343,,true
5200766547,343,,true
5200766548,425.24,,true
5200766549,425.24,,true
5200766556,353.66,,true
5200766557,479.49,,true
5200766559,353.66,,true
5200766560,425.24,,true
5200766561,353.66,,true
5200766564,343,,true
5200766565,343,,true
5200766929,33.58,,true
5200767717,206.51,,true
5200767718,215.78,,true
5200768673,206.51,,true
5200769277,130.93,,true
5200769278,138.76,,true
5200769279,130.93,,true
5200769280,130.93,,true
5200769281,130.93,,true
5200769282,186.52,,true
5200769283,138.76,,true
5200769284,130.93,,true
5200769285,130.93,,true
5200769286,130.93,,true
5200769288,186.52,,true
5200769289,149.66,,true
5200769290,138.76,,true
5200867302,113.37,22.83,true
5200868128,297.05,,true
5200868156,1230.77,,true
5200868157,1812.13,,true
5200868415,26.94,,true
5200868416,33.59,,true
5200868417,34.22,,true
5200868418,38.84,,true
5200868419,50.74,,true
5200868420,59.42,,true
5200868421,70.69,,true
5200868422,80.35,,true
5200868423,86.02,,true
5200868424,93.65,,true
5200868425,106.53,,true
5200868426,120.04,,true
5200868427,126.2,,true
5200868428,137.54,,true
5200868429,147.76,,true
5200868430,31.49,,true
5200868431,37.09,,true
5200868432,49.34,,true
5200868433,58.09,,true
5200868434,69.78,,true
5200868435,79.65,,true
5200868436,85.25,,true
5200868437,92.88,,true
5200868439,118.36,,true
5200868440,124.87,,true
5200637319,204.11,,true
5200637320,204.11,,true
5200637321,204.11,,true
5200637322,204.11,,true
5200637323,209.31,,true
5200637324,204.11,,true
5200637325,204.11,,true
5200637326,209.31,,true
5200637327,209.31,,true
5200637328,209.31,,true
5200637329,204.11,,true
5200637330,204.11,,true
5200637331,204.11,,true
5200637332,216.64,,true
5200637333,204.11,,true
5200637334,204.11,,true
5200637335,204.11,,true
5200637336,204.11,,true
5200637337,216.64,,true
5200637338,204.11,,true
5200637339,204.11,,true
5200637340,204.11,,true
5200637341,204.11,,true
5200637342,204.11,,true
5200637343,204.11,,true
5200637344,204.11,,true
5200637345,204.11,,true
5200637346,216.64,,true
5200637767,204.11,,true
5200637768,216.64,,true
5200637769,204.11,,true
5200637770,204.11,,true
5200637771,204.11,,true
5200637772,204.11,,true
5200637773,216.64,,true
5200637774,204.11,,true
5200637775,204.11,,true
5200637776,204.11,,true
5200637778,206.51,,true
5200637779,206.51,,true
5200637780,206.51,,true
5200637782,206.51,,true
5200637783,206.51,,true
5200637784,206.51,,true
5200637785,206.51,,true
5200637786,206.51,,true
5200637787,206.51,,true
5200637788,206.51,,true
5200637789,334.57,,true
5200637790,276.59,,true
5200637791,215.78,,true
5200637792,206.51,,true
5200637793,206.51,,true
5200637794,276.59,,true
5200637795,215.78,,true
5200637796,206.51,,true
5200637797,334.57,,true
5200769291,130.93,,true
5200769292,186.52,,true
5200769293,149.66,,true
5200769294,138.76,,true
5200769295,138.76,,true
5200769296,130.93,,true
5200769298,149.66,,true
5200769299,138.76,,true
5200769300,130.93,,true
5200769301,134.09,,true
5200769303,186.52,,true
5200769304,149.66,,true
5200769305,134.09,,true
5200769306,130.93,,true
5200769307,221.81,,true
5200769308,149.66,,true
5200769309,138.76,,true
5200769310,130.93,,true
5200769311,130.93,,true
5200769312,221.81,,true
5200769313,138.76,,true
5200769314,130.93,,true
5200769315,130.93,,true
5200769316,130.93,,true
5200769317,149.66,,true
5200769318,134.09,,true
5200769319,134.09,,true
5200769320,130.93,,true
5200636873,202.54,,true
5200636874,202.54,,true
5200636875,202.54,,true
5200636876,202.54,,true
5200636877,202.54,,true
5200636878,202.54,,true
5200636879,202.54,,true
5200636880,247.14,,true
5200636881,202.54,,true
5200636882,202.54,,true
5200636883,202.54,,true
5200636884,202.54,,true
5200636886,247.14,,true
5200636887,211.81,,true
5200636888,202.54,,true
5200636889,202.54,,true
5200636890,247.14,,true
5200636891,219.02,,true
5200636892,206.23,,true
5200636893,202.54,,true
5200636894,202.54,,true
5200636895,278.93,,true
5200636896,211.81,,true
5200636897,202.54,,true
5200636898,202.54,,true
5200636899,202.54,,true
5200636901,247.14,,true
5200636902,219.02,,true
5200637347,209.31,,true
5200637348,204.11,,true
5200637349,204.11,,true
5200637350,204.11,,true
5200637351,297.05,,true
5200637352,297.05,,true
5200637353,216.64,,true
5200637354,204.11,,true
5200637355,204.11,,true
5200637356,297.05,,true
5200637357,216.64,,true
5200637358,209.31,,true
5200637359,204.11,,true
5200637360,204.11,,true
5200637361,297.05,,true
5200637362,216.64,,true
5200637363,204.11,,true
5200637364,204.11,,true
5200637365,204.11,,true
5200637366,297.05,,true
5200637367,226.41,,true
5200637368,216.64,,true
5200637369,204.11,,true
5200637370,204.11,,true
5200637371,297.05,,true
5200637372,216.64,,true
5200637373,209.31,,true
5200637374,204.11,,true
5200637798,234.77,,true
5200637799,206.51,,true
5200637800,206.51,,true
5200637801,206.51,,true
5200637802,334.57,,true
5200637803,276.59,,true
5200637804,234.77,,true
5200637805,206.51,,true
5200637806,206.51,,true
5200637807,206.51,,true
5200637808,206.51,,true
5200637809,206.51,,true
5200637810,276.59,,true
5200637811,234.77,,true
5200637812,211.23,,true
5200637813,206.51,,true
5200637814,206.51,,true
5200637815,206.51,,true
5200637816,276.59,,true
5200637817,206.51,,true
5200637819,206.51,,true
5200637820,206.51,,true
5200637821,206.51,,true
5200637822,206.51,,true
5200637823,276.59,,true
5200637824,211.23,,true
5200637825,206.51,,true
5200637826,206.51,,true
5200637827,211.23,,true
5200769321,130.93,,true
5200769322,149.66,,true
5200769323,138.76,,true
5200769324,134.09,,true
5200769325,130.93,,true
5200769326,130.93,,true
5200769327,186.52,,true
5200769328,138.76,,true
5200769329,130.93,,true
5200769330,130.93,,true
5200769331,130.93,,true
5200769332,186.52,,true
5200769333,149.66,,true
5200769334,138.76,,true
5200769335,134.09,,true
5200769336,130.93,,true
5200769337,186.52,,true
5200769338,149.66,,true
5200769339,134.09,,true
5200769340,130.93,,true
5200769341,130.93,,true
5200769342,186.52,,true
5200769343,149.66,,true
5200769344,134.09,,true
5200769345,134.09,,true
5200769346,130.93,,true
5200769348,186.52,,true
5200769349,149.66,,true
5200636903,202.54,,true
5200636904,202.54,,true
5200636905,278.93,,true
5200636906,219.02,,true
5200636907,202.54,,true
5200636908,202.54,,true
5200636909,202.54,,true
5200636910,278.93,,true
5200636911,206.23,,true
5200636912,202.54,,true
5200636913,202.54,,true
5200636914,202.54,,true
5200636915,247.14,,true
5200636916,202.54,,true
5200636917,202.54,,true
5200636918,202.54,,true
5200636919,202.54,,true
5200636920,211.81,,true
5200636921,202.54,,true
5200636922,202.54,,true
5200636923,202.54,,true
5200636924,202.54,,true
5200636925,247.14,,true
5200636926,202.54,,true
5200636927,202.54,,true
5200636928,202.54,,true
5200636929,202.54,,true
5200636930,247.14,,true
5200637375,204.11,,true
5200637376,297.05,,true
5200637377,204.11,,true
5200637378,204.11,,true
5200637379,204.11,,true
5200637380,204.11,,true
5200637381,216.64,,true
5200637382,204.11,,true
5200637383,204.11,,true
5200637384,204.11,,true
5200637385,204.11,,true
5200637386,209.31,,true
5200637387,204.11,,true
5200637388,204.11,,true
5200637389,204.11,,true
5200637390,204.11,,true
5200637391,226.41,,true
5200637392,209.31,,true
5200637393,204.11,,true
5200637394,204.11,,true
5200637395,204.11,,true
5200637396,226.41,,true
5200637397,216.64,,true
5200637398,204.11,,true
5200637399,204.11,,true
5200637400,204.11,,true
5200637401,216.64,,true
5200637402,216.64,,true
5200637828,206.51,,true
5200637829,206.51,,true
5200637830,206.51,,true
5200637831,206.51,,true
5200637832,206.51,,true
5200637833,206.51,,true
5200637834,211.23,,true
5200637835,206.51,,true
5200637837,211.23,,true
5200637838,206.51,,true
5200637839,234.77,,true
5200637840,206.51,,true
5200637841,206.51,,true
5200637842,334.57,,true
5200637843,234.77,,true
5200637844,334.57,,true
5200637845,276.59,,true
5200637846,234.77,,true
5200637847,211.23,,true
5200637848,206.51,,true
5200637849,234.77,,true
5200637850,206.51,,true
5200637851,206.51,,true
5200637852,206.51,,true
5200637853,334.57,,true
5200637854,234.77,,true
5200637855,211.23,,true
5200637856,211.23,,true
5200637857,206.51,,true
5200769350,138.76,,true
5200769351,138.76,,true
5200769358,186.52,,true
5200769359,149.66,,true
5200769360,138.76,,true
5200769361,134.09,,true
5200769363,186.52,,true
5200769364,149.66,,true
5200769365,134.09,,true
5200769366,138.76,,true
5200769368,186.52,,true
5200769369,149.66,,true
5200769370,134.09,,true
5200769371,134.09,,true
5200769372,221.81,,true
5200769373,186.52,,true
5200769374,149.66,,true
5200769375,138.76,,true
5200769376,138.76,,true
5200769377,186.52,,true
5200769378,134.09,,true
5200769379,130.93,,true
5200769380,134.09,,true
5200769381,134.09,,true
5200769383,186.52,,true
5200769384,149.66,,true
5200769385,138.76,,true
5200769386,138.76,,true
5200636931,211.81,,true
5200636932,202.54,,true
5200636933,202.54,,true
5200636934,202.54,,true
5200636935,247.14,,true
5200636936,211.81,,true
5200636937,202.54,,true
5200636938,202.54,,true
5200636939,202.54,,true
5200636940,247.14,,true
5200636941,211.81,,true
5200636942,202.54,,true
5200636943,202.54,,true
5200636944,202.54,,true
5200636946,247.14,,true
5200636947,219.02,,true
5200636948,202.54,,true
5200636949,202.54,,true
5200636955,247.14,,true
5200636956,219.02,,true
5200636957,202.54,,true
5200636958,202.54,,true
5200636960,247.14,,true
5200636961,211.81,,true
5200636962,202.54,,true
5200636963,202.54,,true
5200636965,247.14,,true
5200636966,211.81,,true
5200637403,204.11,,true
5200637404,204.11,,true
5200637405,204.11,,true
5200637406,226.41,,true
5200637407,216.64,,true
5200637408,209.31,,true
5200637409,204.11,,true
5200637410,204.11,,true
5200637411,297.05,,true
5200637412,297.05,,true
5200637413,216.64,,true
5200637414,204.11,,true
5200637415,204.11,,true
5200637416,297.05,,true
5200637417,297.05,,true
5200637418,216.64,,true
5200637419,209.31,,true
