Product StockKeepingUnit,Price (01s68000002QhvpAAC) RON,Price (01s68000002QhvpAAC) EUR,IsActive
5200885569,143.66,,true
5200885570,237.65,,true
5200885571,199.85,,true
5200885572,160.35,,true
5200885573,148.67,,true
5200885574,143.66,,true
5200885575,237.65,,true
5200885576,199.85,,true
5200885577,160.35,,true
5200885578,148.67,,true
5200885579,143.66,,true
5200885580,237.65,,true
5200885581,199.85,,true
5200885582,160.35,,true
5200885583,148.67,,true
5200886495,232.11,,true
5200886496,232.11,,true
5200886497,232.11,,true
5200886498,242.58,,true
5200886499,232.48,,true
5200886500,232.11,,true
5200886501,232.48,,true
5200886502,224.26,,true
5200886503,232.48,,true
5200886504,232.11,,true
5200886505,224.26,,true
5200886506,232.11,,true
5200886507,242.58,,true
5200886508,232.48,,true
5200886509,218.69,,true
5200886510,232.11,,true
5200886511,232.11,,true
5200886512,232.48,,true
5200886513,232.48,,true
5200886514,224.26,,true
5200886515,242.58,,true
5200886516,232.48,,true
5200886517,224.26,,true
5200886518,232.48,,true
5200886519,232.48,,true
5200886520,232.48,,true
5200886521,232.48,,true
5200886522,232.11,,true
5200886523,224.26,,true
5200885787,224.26,,true
5200885788,232.11,,true
5200885789,242.58,,true
5200885790,242.58,,true
5200885791,242.58,,true
5200885792,242.58,,true
5200885793,232.48,,true
5200885794,242.58,,true
5200885795,232.11,,true
5200885796,224.26,,true
5200885797,232.11,,true
5200885798,232.48,,true
5200886524,232.48,,true
5200886525,242.58,,true
5200886526,224.26,,true
5200886527,242.58,,true
5200886528,242.58,,true
5200886529,232.11,,true
5200886530,232.11,,true
5200886531,232.48,,true
5200886532,242.58,,true
5200886533,218.69,,true
5200886534,218.69,,true
5200886535,242.58,,true
5200886536,232.11,,true
5200886537,217.01,,true
5200886538,217.01,,true
5200886539,298.85,,true
5200886540,264.8,,true
5200886541,234.67,,true
5200886542,226.94,,true
5200886543,220.96,,true
5200886544,298.85,,true
5200886545,264.8,,true
5200886546,234.67,,true
5200886547,226.94,,true
5200886548,220.96,,true
5200886549,298.85,,true
5200886550,264.8,,true
5200886551,234.67,,true
5200885799,232.11,,true
5200885800,232.48,,true
5200885801,232.11,,true
5200885802,232.11,,true
5200885803,232.48,,true
5200885804,224.26,,true
5200885805,232.48,,true
5200885806,232.11,,true
5200885807,232.48,,true
5200885808,242.58,,true
5200885809,232.11,,true
5200885810,232.11,,true
5200885811,224.26,,true
5200885812,242.58,,true
5200885813,232.11,,true
5200885814,232.11,,true
5200885815,232.48,,true
5200885816,232.11,,true
5200885817,232.48,,true
5200885818,232.48,,true
5200885819,232.48,,true
5200885820,232.48,,true
5200885821,224.26,,true
5200885822,232.11,,true
5200885823,224.26,,true
5200885824,232.11,,true
5200885825,232.48,,true
5200885826,224.26,,true
5200885827,224.26,,true
5200886089,232.11,,true
5200886090,232.48,,true
5200886091,232.48,,true
5200886092,232.48,,true
5200886093,232.48,,true
5200886094,224.26,,true
5200886095,232.11,,true
5200886096,224.26,,true
5200886097,232.11,,true
5200886098,232.48,,true
5200886099,224.26,,true
