Product StockKeepingUnit,Price (01s68000002Qj2NAAS) EUR,IsActive
5200569034,17.79,true
5200569035,19.06,true
5200569036,20.77,true
5200569037,21.37,true
5200569038,25.9,true
5200569039,27.9,true
5200569040,29.96,true
5200569041,31.49,true
5200569042,34.18,true
5200569043,9.61,true
5200569044,10.11,true
5200569045,11.3,true
5200569046,11.75,true
5200569047,12.14,true
5200569048,12.84,true
5200569049,12.99,true
5200569050,13.29,true
5200569051,14.34,true
5200569052,15.54,true
5200569053,16.12,true
5200569054,18.74,true
5200569055,19.55,true
5200569056,19.85,true
5200569057,21.12,true
5200569058,21.64,true
5200569059,23.51,true
5200569060,24.18,true
5200569061,28.89,true
5200569062,31.13,true
5200569063,33.46,true
5200569064,35.18,true
5200569065,11.62,true
5200569066,12.11,true
5200569067,13.11,true
5200569068,13.61,true
5200569069,14.04,true
5200569070,14.77,true
5200569071,15.74,true
5200569072,15.59,true
5200569073,17.23,true
5200569074,18.56,true
5200569075,19.64,true
5200569087,2.28,true
5200569088,2.34,true
5200569089,2.85,true
5200569090,3,true
5200569091,3.15,true
5200569092,3.24,true
5200569093,3.29,true
5200569094,3.41,true
5200569095,3.87,true
5200569096,4.31,true
5200569097,4.74,true
5200569100,2.97,true
5200569101,3.1,true
5200569102,3.84,true
5200569103,4.01,true
5200569104,4.24,true
5200569105,4.37,true
5200569106,4.43,true
5200569107,4.62,true
5200569108,5.23,true
5200569109,5.75,true
5200569110,6.28,true
5200569111,6.75,true
5200569112,7.27,true
5200569113,7.48,true
5200569114,8.3,true
5200569115,8.51,true
5200569116,11.15,true
5200569117,10.23,true
5200569118,12.81,true
5200569119,13.75,true
5200569120,17.12,true
5200569121,17.83,true
5200569122,18.71,true
5200569123,19.52,true
5200569124,3.79,true
5200569125,3.91,true
5200569126,4.7,true
5200569127,4.93,true
5200569128,5.22,true
5200569129,5.36,true
5200569130,5.48,true
5200569131,5.59,true
5200569132,6.33,true
5200569133,6.93,true
5200569134,7.51,true
5200569135,8.62,true
5200569136,9.15,true
5200569137,9.3,true
5200569138,10.27,true
5200569139,10.79,true
5200569140,11.98,true
5200569141,12.33,true
5200569142,15.09,true
5200569143,18.68,true
5200569144,19.9,true
5200569145,20.81,true
5200569146,22.11,true
5200569147,23.14,true
5200569148,4.89,true
5200569149,5.06,true
5200569150,5.85,true
5200569151,6.18,true
5200569152,6.49,true
5200569153,6.68,true
5200569154,6.86,true
5200569155,7,true
5200569156,7.83,true
5200569157,8.12,true
5200569158,9.22,true
5200569159,10.55,true
5200569160,11.15,true
5200569161,11.34,true
5200569162,12.49,true
5200569163,12.83,true
5200569164,14.17,true
5200569165,15.01,true
5200569166,17.54,true
5200569167,21.38,true
5200569168,22.86,true
5200569169,23.96,true
5200569170,25.69,true
5200569171,26.93,true
5200569172,6.18,true
5200569173,6.38,true
5200569174,7.22,true
5200569175,7.64,true
5200569176,7.93,true
5200569177,8.2,true
5200569178,8.38,true
5200569179,8.61,true
5200569180,9.52,true
5200569181,10.54,true
5200569182,11.27,true
5200569183,12.73,true
5200569184,13.39,true
5200569185,13.62,true
5200569186,14.64,true
5200569187,15.43,true
5200569188,16.94,true
5200569189,17.44,true
5200569190,20.16,true
5200569191,24.24,true
5200569192,25.98,true
5200569193,27.27,true
5200569194,29.42,true
5200569195,30.88,true
5200569196,9.29,true
5200569197,9.59,true
5200569198,10.65,true
5200569199,11.09,true
5200569200,11.46,true
5200569201,11.75,true
5200569202,12.06,true
5200569203,12.35,true
5200569204,13.62,true
5200569205,14.78,true
5200569206,15.49,true
5200569207,17.51,true
5200569208,18.3,true
5200569209,18.6,true
5200569210,19.83,true
5200569211,21.14,true
5200569212,22.97,true
5200569213,23.62,true
5200569214,28.28,true
5200569215,30.47,true
5200569216,32.73,true
5200569217,34.4,true
5200569218,37.4,true
5200569219,11.07,true
5200569220,11.58,true
5200569221,12.81,true
5200569222,13.3,true
5200569223,13.71,true
5200569224,14.44,true
5200569225,14.6,true
5200569226,14.93,true
5200569227,16.06,true
5200569228,17.36,true
5200569229,18.01,true
5200569230,20.75,true
5200569231,21.61,true
5200569232,21.93,true
5200569233,23.28,true
5200569234,23.85,true
5200569235,25.83,true
5200569236,26.56,true
5200569237,31.4,true
5200569238,33.83,true
5200569239,36.35,true
5200569240,38.21,true
5200569241,13.2,true
5200569242,13.7,true
5200569243,14.74,true
5200569244,15.28,true
5200569245,15.74,true
5200569246,16.5,true
5200569247,17.47,true
5200569248,17.35,true
5200569249,19.06,true
5200569250,20.49,true
5200569251,21.66,true
5200569252,23.36,true
5200569253,24.28,true
5200569254,24.64,true
5200569255,26.1,true
5200569256,26.72,true
5200569257,28.86,true
5200569258,29.67,true
5200569259,34.68,true
5200569260,37.36,true
5200569261,40.14,true
5200569262,42.19,true
5200569307,121.2,true
5200569553,14.97,true
5200569554,15.73,true
5200569556,18.35,true
5200569558,19.64,true
5200569559,22.39,true
5200569560,21.97,true
5200569744,20.91,true
5200569857,44.87,true
5200570270,11.9,true
5200570420,8.89,true
5200571544,3.34,true
5200571546,3.85,true
5200571547,5.14,true
5200571548,3.88,true
5200571549,4.48,true
5200571550,5.98,true
5200571553,5.11,true
5200571555,6.82,true
5200571557,3.1,true
5200571558,3.58,true
5200571562,4.77,true
5200571761,18.86,true
5200571872,9.53,true
5200572339,5.41,true
5200573451,28.99,true
5200573467,34.77,true
5200573474,28.99,true
5200573478,28.99,true
5200573726,28.99,true
5200575818,1.51,true
5200576648,3.06,true
5200600481,4.43,true
5200601401,4.41,true
5200601914,221.94,true
5200602730,3.03,true
5200603005,26.97,true
5200603007,26.72,true
5200603326,12.95,true
5200603327,12.95,true
5200603328,12.95,true
5200603329,12.95,true
5200603330,12.95,true
5200603331,12.95,true
5200603334,78.66,true
5200605114,15.84,true
5200605180,13.12,true
5200608984,40.62,true
5200608987,39.16,true
5200609249,64.07,true
5200609359,7.02,true
5200609386,25.17,true
5200609535,339.84,true
5200609765,3.8,true
5200615510,2.8,true
5200619897,44.87,true
5200620158,5.3,true
5200620159,43.34,true
5200620947,37.07,true
5200631605,27.26,true
5200631776,14.27,true
5200631777,34.13,true
5200632236,14.27,true
5200633067,0.65,true
5200633068,1.31,true
5200633853,4.55,true
5200634587,96.29,true
5200636873,40.76,true
5200636913,40.76,true
5200637107,40.76,true
5200637108,40.76,true
5200637111,40.76,true
5200637117,40.76,true
5200637121,40.76,true
5200637339,41.09,true
5200637557,41.09,true
5200637772,41.09,true
5200637775,41.09,true
5200637778,49.87,true
5200638110,49.87,true
5200638638,17.81,true
5200640711,37,true
5200642235,5.69,true
5200642948,44.9,true
5200660334,13.25,true
5200661054,4.09,true
5200662604,368.64,true
5200662605,365.28,true
5200662606,221.28,true
5200665103,193.44,true
5200665156,7.54,true
5200666191,172.65,true
5200666193,40.89,true
5200675191,4.66,true
5200676000,9.36,true
5200676667,20.91,true
5200676873,44.93,true
5200677175,3.36,true
5200677580,7.29,true
5200678030,57.91,true
5200678152,38.07,true
5200680657,3.65,true
5200682021,1.9,true
5200683464,44.9,true
5200688500,63,true
5200690542,121.5,true
5200690546,251.66,true
5200691081,168.57,true
5200691107,184.73,true
5200691131,177.58,true
5200691135,1.23,true
5200691147,197.14,true
5200691151,125.46,true
5200691156,130.43,true
5200692740,96.29,true
5200694646,12.32,true
5200694647,30.15,true
5200764854,44.87,true
5200764855,44.87,true
5200764857,44.87,true
5200764858,44.87,true
5200764859,44.87,true
5200764860,44.87,true
5200765109,24.57,true
5200769523,28.99,true
5200771447,44.9,true
5200772424,104.83,true
5200774042,64.88,true
5200774057,4.02,true
5200774734,7.79,true
5200775325,22.21,true
5200775326,25.62,true
5200775327,29.23,true
5200775328,38.69,true
5200812119,35.94,true
5200813884,3.78,true
5200813885,4.72,true
5200813886,4.91,true
5200813888,5.19,true
5200813889,5.66,true
5200813892,4.4,true
5200813894,5.51,true
5200813896,5.73,true
5200813897,6.61,true
5200813899,3.59,true
5200813900,4.49,true
5200813901,4.67,true
5200813904,6.13,true
5200816273,17,true
5200817335,25.8,true
5200817338,7.63,true
5200817344,2.54,true
5200817347,1.27,true
5200817348,4.02,true
5200817355,89.57,true
5200817362,24.18,true
5200821268,18.84,true
5200821270,7.63,true
5200822141,9.76,true
5200822143,7.6,true
5200822421,5.37,true
5200822808,6.85,true
5200823388,20.5,true
5200823617,215.57,true
5200837842,165.78,true
5200837843,199.69,true
5200839525,2.07,true
5200841960,9.74,true
5200841962,14.04,true
5200841963,16.94,true
5200842175,11.6,true
5200842692,28.72,true
5200842693,19.2,true
5200842694,20.56,true
5200842695,20.56,true
5200842696,19.2,true
5200842697,20.56,true
5200842698,28.72,true
5200842699,23.68,true
5200842700,20.56,true
5200842701,23.68,true
5200842702,39.52,true
5200842703,28.72,true
5200842704,23.68,true
5200842705,23.68,true
5200842706,23.68,true
5200842707,20.56,true
5200842708,20.56,true
5200842709,23.68,true
5200842710,23.68,true
5200842711,39.52,true
5200842712,20.56,true
5200842713,20.56,true
5200842714,39.52,true
5200842715,23.68,true
5200842716,23.68,true
5200842717,28.72,true
5200842718,39.52,true
5200842719,23.68,true
5200842720,39.52,true
5200842721,47.84,true
5200842722,26.08,true
5200842723,19.8,true
5200842724,20.64,true
5200842725,20.64,true
5200842726,19.8,true
5200842727,20.64,true
5200842728,26.08,true
5200842729,24,true
5200842730,20.64,true
5200842731,24,true
5200842732,46.12,true
5200842733,26.08,true
5200842734,26.08,true
5200842735,24,true
5200842736,24,true
5200842737,20.64,true
5200842738,20.64,true
5200842739,24,true
5200842740,24,true
5200842741,46.12,true
5200842742,20.64,true
5200842743,20.64,true
5200842744,46.12,true
5200842745,24,true
5200842746,24,true
5200842747,26.08,true
5200842748,46.12,true
5200842749,26.08,true
5200842750,46.12,true
5200842751,58.44,true
5200845740,55.48,true
5200845820,5.73,true
5200848293,39.4,true
5200849891,383.94,true
5200850028,3.65,true
5200850030,4.55,true
5200852238,22.9,true
5200852239,22.9,true
5200852288,32.96,true
5200852289,32.96,true
5200852290,32.96,true
5200852291,32.96,true
5200852292,32.96,true
5200852293,32.96,true
5200852294,32.96,true
5200852295,32.96,true
5200852296,32.96,true
5200852297,32.96,true
5200852651,6.08,true
5200856852,6.83,true
5200856854,7.59,true
5200856856,5.46,true
5200856858,6.08,true
5200857449,1.04,true
5200858980,5.05,true
5200858982,5.91,true
5200858984,6.33,true
5200858987,6.74,true
5200858989,7.59,true
5200859927,4.21,true
5200860086,59.16,true
5200860172,76.56,true
5200860173,79.56,true
5200860174,79.56,true
5200860175,79.56,true
5200860178,79.56,true
5200860181,79.56,true
5200860182,79.56,true
5200860184,79.56,true
5200860221,2.13,true
5200862019,215.04,true
5200862025,444,true
5200862557,5.47,true
5200867302,20.66,true
5200868156,236.52,true
5200868157,358.02,true
5200868416,6.57,true
5200868417,6.87,true
5200868418,8.25,true
5200868419,10.02,true
5200868420,12.17,true
5200868421,15.59,true
5200868422,18.2,true
5200868423,19.49,true
5200868424,20.79,true
5200868425,23.39,true
5200868426,25.27,true
5200868427,28.58,true
5200868428,31.17,true
5200868429,32.48,true
5200868430,6.27,true
5200868431,7.54,true
5200868432,9.43,true
5200868433,11.48,true
5200868434,15.04,true
5200868435,17.55,true
5200868436,18.78,true
5200868437,20.07,true
5200868439,24.36,true
5200868440,27.56,true
5200868441,30.07,true
5200868442,31.33,true
5200868443,6.3,true
5200868445,9.43,true
5200868446,11.67,true
5200868447,14.14,true
5200868448,16.49,true
5200868449,17.5,true
5200868450,18.85,true
5200868451,21.2,true
5200868452,23.34,true
5200868453,7.05,true
5200868455,10.89,true
5200868456,12.78,true
5200868457,15.34,true
5200868458,17.19,true
5200868459,18.42,true
5200868460,19.65,true
5200868461,22.1,true
5200868462,24.67,true
5200868464,8.34,true
5200868466,12.09,true
5200868467,13.62,true
5200868468,18,true
5200868469,21,true
5200868470,20.42,true
5200868471,24,true
5200868472,27,true
5200868473,27.23,true
5200868475,8.62,true
5200868476,10.27,true
5200868477,12.63,true
5200868478,15.56,true
5200868479,18.67,true
5200868480,21.78,true
5200868481,23.34,true
5200868482,24.89,true
5200868483,28,true
5200868484,31.12,true
5200868486,9.39,true
5200868488,13.74,true
5200868489,16.28,true
5200868490,19.34,true
5200868491,22.56,true
5200868492,24.17,true
5200868493,25.78,true
5200868494,29,true
5200868495,32.45,true
5200868503,5.94,true
5200868509,5.37,true
5200868510,6.44,true
5200868511,8.6,true
5200868512,10.74,true
5200868513,13.56,true
5200868514,15.82,true
5200868515,16.95,true
5200868516,18.08,true
5200868517,20.34,true
5200868518,22.62,true
5200868519,24.85,true
5200868520,27.12,true
5200868521,28.26,true
5200868522,6.72,true
5200868523,8.06,true
5200868524,10.75,true
5200868525,13.29,true
5200868526,15.96,true
5200868527,18.61,true
5200868528,19.76,true
5200868529,21.06,true
5200868530,23.71,true
5200868531,26.33,true
5200868532,28.98,true
5200868533,31.61,true
5200868534,32.92,true
5200868535,8.22,true
5200868536,9.85,true
5200868537,13.16,true
5200868538,16.14,true
5200868539,19.36,true
5200868540,22.59,true
5200868541,23.75,true
5200868542,19.11,true
5200868543,21.48,true
5200868544,23.89,true
5200868545,26.25,true
5200868546,28.67,true
5200868547,29.85,true
5200868548,7.56,true
5200868549,9.05,true
5200868550,12.08,true
5200868551,15.08,true
5200868552,18.11,true
5200868553,21.12,true
5200868554,22.63,true
5200868555,24.13,true
5200868556,27.14,true
5200868557,30.17,true
5200868558,33.19,true
5200868559,36.19,true
5200868560,37.71,true
5200868561,8.59,true
5200868562,10.32,true
5200868563,13.74,true
5200868564,17.01,true
5200868565,20.41,true
5200868566,23.81,true
5200868567,25.26,true
5200868568,26.94,true
5200868569,30.32,true
5200868570,33.67,true
5200868571,37.07,true
5200868572,40.43,true
5200868573,42.12,true
5200868587,6.63,true
5200868588,7.93,true
5200868589,10.57,true
5200868590,13.22,true
5200868591,15.87,true
5200868592,18.51,true
5200868593,19.83,true
5200868594,21.16,true
5200868595,23.79,true
5200868596,26.44,true
5200868597,29.09,true
5200868598,31.72,true
5200868599,33.06,true
5200868600,7.89,true
5200868601,9.44,true
5200868602,12.61,true
5200868603,15.61,true
5200868604,18.73,true
5200868605,21.84,true
5200868606,23.18,true
5200868607,24.73,true
5200868608,27.81,true
5200868609,30.92,true
5200868610,34,true
5200868611,37.1,true
5200868612,38.64,true
5200868613,8.6,true
5200868614,10.33,true
5200868615,13.78,true
5200868616,16.89,true
5200868617,20.28,true
5200868618,23.66,true
5200868619,24.89,true
5200868620,26.53,true
5200868621,29.85,true
5200868622,33.17,true
5200868623,36.49,true
5200868624,39.78,true
5200868625,41.45,true
5200868626,8.68,true
5200868627,10.42,true
5200868628,13.89,true
5200868629,17.37,true
5200868630,20.83,true
5200868631,24.3,true
5200868632,26.04,true
5200868633,27.77,true
5200868634,31.24,true
5200868635,34.69,true
5200868636,38.17,true
5200868637,41.66,true
5200868638,43.39,true
5200868639,10.06,true
5200868640,12.08,true
5200868641,16.09,true
5200868642,19.92,true
5200868643,23.89,true
5200868644,27.89,true
5200868645,29.58,true
5200868646,31.55,true
5200868647,35.51,true
5200868648,39.45,true
5200868649,43.39,true
5200868650,47.31,true
5200868651,49.29,true
5200868652,10.48,true
5200868653,12.59,true
5200868654,16.78,true
5200868655,20.58,true
5200868656,24.69,true
5200868657,28.83,true
5200868658,30.3,true
5200868665,9.64,true
5200868666,11.56,true
5200868667,15.41,true
5200868668,19.27,true
5200868669,23.11,true
5200868670,26.97,true
5200868671,28.9,true
5200868730,3.06,true
5200868731,3.85,true
5200868732,4.47,true
5200868733,4.79,true
5200868734,5.11,true
5200868735,6.09,true
5200868736,8.07,true
5200868737,9.41,true
5200868738,10.08,true
5200868739,10.76,true
5200868740,12.11,true
5200868741,13.46,true
5200868742,14.79,true
5200868743,16.15,true
5200868744,16.82,true
5200868748,7.72,true
5200868749,9.75,true
5200868750,11.38,true
5200868751,12.05,true
5200868752,12.88,true
5200868753,14.49,true
5200868754,16.1,true
5200868755,17.71,true
5200868756,19.32,true
5200868757,20.12,true
5200868761,11.98,true
5200868762,14.37,true
5200868763,16.76,true
5200868764,17.63,true
5200868765,18.8,true
5200868766,21.17,true
5200868767,23.51,true
5200868768,25.86,true
5200868769,28.21,true
5200874712,5.59,true
5200874717,6.53,true
5200874718,7.08,true
5200874719,5.28,true
5200874720,15.93,true
5200874721,6.53,true
5200874722,7.08,true
5200874723,5.59,true
5200874724,12.57,true
5200874725,5.59,true
5200874726,6.53,true
5200874727,5.59,true
5200874728,7.08,true
5200874729,5.59,true
5200874733,12.57,true
5200874761,6.53,true
5200874762,7.08,true
5200874763,7.08,true
5200874764,12.57,true
5200874765,5.59,true
5200874766,5.63,true
5200874768,5.59,true
5200874769,5.39,true
5200874770,6.53,true
5200874771,6.53,true
5200874772,6.53,true
5200874773,12.57,true
5200874774,6.53,true
5200874775,12.57,true
5200874776,7.08,true
5200877533,11.55,true
5200878491,111.55,true
5200878493,110.45,true
5200880407,6.27,true
5200884843,34.77,true
5200885718,41.09,true
5200886264,41.09,true
5200886610,41.74,true
5200886614,42.28,true
5200886615,41.74,true
5200886629,41.74,true
5200886768,61.33,true
5200887153,40.76,true
5200887373,41.74,true
5200887461,49.87,true
5200888991,129.9,true
5200888995,125.9,true
5200889430,2.27,true
5200889431,2.64,true
5200889432,3.29,true
5200889433,4.07,true
5200889434,4.88,true
5200889435,5.87,true
5200889436,6.11,true
5200889437,6.54,true
5200889438,7.67,true
5200889439,8.11,true
5200889440,9.37,true
5200889441,9.83,true
5200889442,10.05,true
5200889445,5.95,true
5200889446,7.14,true
5200889447,8.33,true
5200889448,8.85,true
5200889449,9.36,true
5200889450,10.52,true
5200889451,11.69,true
5200889452,12.86,true
5200889453,14.01,true
5200889454,14.6,true
5200889810,18.52,true
5200891273,23.18,true
5200892812,1.85,true
5200892814,0.94,true
5200892819,2.17,true
5200892821,2.55,true
5200892823,2.74,true
5200892825,2.89,true
5200892827,3.29,true
5200892829,3.65,true
5200893012,10.73,true
5200893016,13.22,true
5200898621,4.53,true
5200898679,36.28,true
5200898682,38.23,true
5200898683,24.31,true
5200898700,24.31,true
5200898701,24.31,true
5200898703,24.31,true
5200898704,24.31,true
5200898705,24.31,true
5200898706,28.93,true
5200898707,36.28,true
5200898733,28.93,true
5200898734,36.28,true
5200898759,28.93,true
5200898762,36.95,true
5200898763,30.05,true
5200898765,36.95,true
5200898767,30.05,true
5200898770,36.95,true
5200898771,30.05,true
5200898784,35.37,true
5200898786,38.23,true
5200898790,35.37,true
5200898792,38.23,true
5200898793,35.37,true
5200899059,246.96,true
5200899371,11.51,true
5200899372,11.51,true
5200899374,11.51,true
5200899376,11.51,true
5200899378,11.51,true
5200899379,11.51,true
5200899380,11.51,true
5200899382,11.51,true
5200899384,11.51,true
5200899386,11.51,true
5200899387,11.51,true
5200899390,11.51,true
5200899391,11.51,true
5200899392,11.51,true
5200899393,11.51,true
5200899399,35.27,true
5200899408,35.27,true
5200899409,35.27,true
5200899410,35.27,true
5200899414,35.27,true
5200899419,35.27,true
5200899420,35.27,true
5200899421,35.27,true
5200899422,35.27,true
5200899424,35.27,true
5200899428,35.27,true
5200899431,35.27,true
5200899433,35.27,true
5200899437,35.27,true
5200899438,35.27,true
5200899460,38.07,true
5200902010,37.04,true
5200902145,129.36,true
5200904984,39.26,true
5200905661,1.17,true
5200905662,2.34,true
5200905663,7.02,true
5200905955,30.42,true
5200906073,35.27,true
5200906074,47.11,true
5200906075,34.77,true
5200906076,33.82,true
5200906077,31.31,true
5200906078,29.1,true
5200906079,28.99,true
5200906080,61.33,true
5200906081,46.48,true
5200906082,44.32,true
5200906084,42.28,true
5200906085,41.74,true
5200906086,40.76,true
5200906087,59.87,true
5200906088,45.23,true
5200906089,43.89,true
5200906090,42.16,true
5200906091,41.95,true
5200906092,41.09,true
5200906093,70.02,true
5200906094,64.33,true
5200906095,61.17,true
5200906096,57.48,true
5200906097,53.28,true
5200906100,49.87,true
