Product StockKeepingUnit,Price (01s68000002Qj2NAAS) EUR,IsActive
5200906101,44.87,true
5200906102,160.6,true
5200906103,124.09,true
5200906104,111.94,true
5200906107,102.78,true
5200906108,95.88,true
5200906109,90.06,true
5200906110,162.28,true
5200906111,125.4,true
5200906112,112.74,true
5200906113,101.89,true
5200906114,94.75,true
5200906115,78.66,true
5200906198,92.27,true
5200906200,56.07,true
5200906384,11.51,true
5200906421,4.34,true
5200906619,4.97,true
5200906620,7.09,true
5200906621,8.48,true
5200907041,12.55,true
5200907308,126.42,true
5200908966,9.62,true
5200908967,28.78,true
5200908973,171.07,true
5200908974,149.21,true
5200909209,988.27,true
5200909210,709.39,true
5200909212,178.79,true
5200909225,2146.49,true
5200909226,176.22,true
5200909813,7.4,true
5200909814,8.17,true
5200909815,9.07,true
5200909965,2.01,true
5200909966,5.18,true
5200909967,4.45,true
5200909969,3.72,true
5200909970,2.68,true
5200910663,22.56,true
5200912585,78.66,true
5200913823,29.31,true
5200913824,26.1,true
5200914308,22.64,true
5200915384,16.66,true
5200916067,14.45,true
5200916918,14.52,true
5200917387,8.39,true
5200917403,10.87,true
5200918441,15.5,true
5200919793,2.72,true
5200919795,4.17,true
5200919808,11.54,true
5200922994,358.44,true
5200922995,1511.34,true
5200922999,1209.93,true
5200923000,1180.78,true
5200923001,218.49,true
5200923003,935.96,true
5200923004,455.5,true
5200923005,1013.52,true
5200923007,171.5,true
5200925266,20.45,true
5200925287,65.93,true
5200925288,85.98,true
5200925289,69.92,true
5200925290,65.93,true
5200926670,8.86,true
5200926904,6.13,true
5200927690,85.69,true
5200927691,71.24,true
5200927692,60.05,true
5200927693,52.36,true
5200927694,48.28,true
5200927695,42.37,true
5200927697,70.45,true
5200927698,66.22,true
5200927699,61.38,true
5200927700,58.06,true
5200927701,47.81,true
5200927702,44.29,true
5200927829,12.72,true
5200928091,53.24,true
5200928094,63.77,true
5200928095,70.24,true
5200928096,74.87,true
5200928098,83.29,true
5200928100,92.29,true
5200928211,78.33,true
5200928212,50.5,true
5200928213,58.15,true
5200928214,64.13,true
5200928215,69.14,true
5200928216,73.03,true
5200928327,46.1,true
5200928329,52.78,true
5200928330,57.14,true
5200928331,61.37,true
5200928332,65.73,true
5200928333,69.96,true
5200928459,49.86,true
5200928467,59.58,true
5200928471,66.35,true
5200928472,72.79,true
5200928473,79.37,true
5200928474,87.51,true
5200928500,44.9,true
5200928768,51.98,true
5200928771,59.71,true
5200928772,66.29,true
5200928773,72.48,true
5200928774,79.65,true
5200928775,85.97,true
5200929539,33.5,true
5200929540,10.94,true
5200929541,44.75,true
5200929542,33.03,true
5200929543,32.13,true
5200929544,29.74,true
5200929545,27.65,true
5200929546,27.54,true
5200930240,23.54,true
5200931131,15.16,true
5200931426,5.17,true
5200931428,5.44,true
5200931431,4.44,true
5200932079,5.28,true
5200932271,6.34,true
5200934136,5.83,true
5200934137,32.07,true
5200934247,31.46,true
5200934253,3.73,true
5200934468,200.16,true
5200934474,113.2,true
5200934475,160.2,true
5200935047,0.11,true
5200935048,31.08,true
5200935049,31.59,true
5200935050,35.12,true
5200935051,38.35,true
5200935052,40.41,true
5200935053,49.12,true
5200935054,50.68,true
5200935055,105.21,true
5200935057,117.62,true
5200935063,121.35,true
5200935064,127.56,true
5200935065,133.77,true
5200935066,133.87,true
5200935067,162.71,true
5200935166,95.65,true
5200935167,114.42,true
5200935169,110.32,true
5200935170,118.28,true
5200935303,121.61,true
5200935304,127.79,true
5200935305,147.91,true
5200935346,66.04,true
5200935347,75.43,true
5200935348,78.1,true
5200935349,95.03,true
5200935350,50.68,true
5200935351,57.49,true
5200935352,60.9,true
5200935353,73.3,true
5200935354,77.08,true
5200935465,10.6,true
5200935466,9.48,true
5200935467,11.37,true
5200935468,18.95,true
5200935865,23.09,true
5200935866,23.09,true
5200935900,23.09,true
5200935901,23.09,true
5200935902,23.09,true
5200935903,23.09,true
5200935904,23.09,true
5200935905,23.09,true
5200935906,27.34,true
5200935907,27.34,true
5200937459,11.26,true
5200937462,4.19,true
5200937783,32.97,true
5200937789,56.59,true
5200937793,29.08,true
5200937795,33,true
5200937799,29.11,true
5200937800,33.06,true
5200937801,29.11,true
5200937802,32.19,true
5200937803,28.38,true
5200937804,30.83,true
5200937805,23.78,true
5200937821,67.75,true
5200937822,121.2,true
5200937823,66.69,true
5200937824,106.4,true
5200937825,20.9,true
5200937826,203.9,true
5200937827,111.28,true
5200937828,149.13,true
5200937829,74.49,true
5200937831,75.85,true
5200937832,489.06,true
5200937833,225.13,true
5200937834,218.55,true
5200938460,10.14,true
5200938462,7.64,true
5200938746,9.87,true
5200939542,9.14,true
5200939543,9.14,true
5200939849,21.15,true
5200941427,10.22,true
