Product StockKeepingUnit,Price (01s68000002Qj2OAAS) EUR,IsActive
5200550901,133.49,true
5200550904,511.06,true
5200550905,564.19,true
5200550907,379.73,true
5200550908,291.17,true
5200550912,313.47,true
5200550913,292.09,true
5200550919,152.5,true
5200550920,295.49,true
5200554100,117.07,true
5200554102,196.56,true
5200554103,113.78,true
5200554105,128.52,true
5200554106,149.9,true
5200554108,110.75,true
5200554111,31.74,true
5200554112,31.74,true
5200554113,31.74,true
5200554114,31.74,true
5200554115,31.74,true
5200554116,10.36,true
5200554117,10.36,true
5200554118,10.36,true
5200554119,10.36,true
5200554120,10.36,true
5200554281,40.38,true
5200554282,40.38,true
5200554283,40.38,true
5200569143,14.94,true
5200569144,15.92,true
5200569145,16.65,true
5200569146,17.69,true
5200569147,18.51,true
5200569148,3.91,true
5200569149,4.05,true
5200569150,4.68,true
5200569151,4.94,true
5200569152,5.19,true
5200569153,5.34,true
5200569154,5.49,true
5200569155,5.6,true
5200569156,6.26,true
5200569157,6.5,true
5200569158,7.38,true
5200569159,8.44,true
5200569160,8.92,true
5200569161,9.07,true
5200569162,9.99,true
5200569163,10.26,true
5200569164,11.34,true
5200569165,12.01,true
5200569166,14.03,true
5200569167,17.1,true
5200569168,18.29,true
5200569169,19.17,true
5200569170,20.55,true
5200569171,21.54,true
5200868510,5.8,true
5200868511,7.74,true
5200868512,9.67,true
5200868513,12.2,true
5200868514,14.24,true
5200868515,15.26,true
5200868516,16.27,true
5200868517,18.31,true
5200868518,20.36,true
5200868519,22.37,true
5200868520,24.41,true
5200868521,25.43,true
5200868522,6.05,true
5200868523,7.25,true
5200868524,9.68,true
5200868525,11.96,true
5200868526,14.36,true
5200868527,16.75,true
5200868528,17.78,true
5200868529,18.95,true
5200868530,21.34,true
5200868531,23.7,true
5200868532,26.08,true
5200868533,28.45,true
5200868534,29.63,true
5200868535,7.4,true
5200868536,8.87,true
5200868537,11.84,true
5200868538,14.53,true
5200868539,17.42,true
5200935048,27.97,true
5200935049,28.43,true
5200935050,31.61,true
5200935051,34.52,true
5200935052,36.37,true
5200935053,44.21,true
5200935054,45.61,true
5200935055,94.69,true
5200935057,105.86,true
5200935063,109.22,true
5200935064,114.8,true
5200935065,120.39,true
5200935066,120.48,true
5200935067,146.44,true
5200935166,86.09,true
5200935167,102.98,true
5200935169,99.29,true
5200935170,106.45,true
5200935303,109.45,true
5200935304,115.01,true
5200935305,133.12,true
5200935346,59.44,true
5200935347,67.89,true
5200935348,70.29,true
5200935349,85.53,true
5200935350,45.61,true
5200935351,51.74,true
5200935352,54.81,true
5200935353,65.97,true
5200935354,69.37,true
5200935465,9.54,true
5200554286,40.38,true
5200554287,40.38,true
5200554288,40.38,true
5200554289,40.38,true
5200554290,40.38,true
5200554291,40.38,true
5200554293,40.38,true
5200554551,28.26,true
5200554552,35.33,true
5200557845,16.55,true
5200557847,18.64,true
5200557850,16.55,true
5200557861,22.08,true
5200557862,28.25,true
5200557863,36.07,true
5200557864,45.26,true
5200557874,4.86,true
5200569172,4.94,true
5200569173,5.1,true
5200569174,5.78,true
5200569175,6.11,true
5200569176,6.34,true
5200569177,6.56,true
5200569178,6.7,true
5200569179,6.89,true
5200569180,7.62,true
5200569181,8.43,true
5200569182,9.02,true
5200569183,10.18,true
5200569184,10.71,true
5200569185,10.9,true
5200569186,11.71,true
5200569187,12.34,true
5200569188,13.55,true
5200569189,13.95,true
5200569190,16.13,true
5200569191,19.39,true
5200569192,20.78,true
5200569193,21.82,true
5200569194,23.54,true
5200569195,24.7,true
5200569196,7.43,true
5200569197,7.67,true
5200569198,8.52,true
5200569199,8.87,true
5200569200,9.17,true
5200868540,20.33,true
5200868541,21.38,true
5200868542,17.2,true
5200868543,19.33,true
5200868544,21.5,true
5200868545,23.63,true
5200868546,25.8,true
5200868547,26.87,true
5200868548,6.8,true
5200868549,8.15,true
5200868550,10.87,true
5200868551,13.57,true
5200868552,16.3,true
5200868553,19.01,true
5200868554,20.37,true
5200868555,21.72,true
5200868556,24.43,true
5200868557,27.15,true
5200868558,29.87,true
5200868559,32.57,true
5200868560,33.94,true
5200868561,7.73,true
5200868562,9.29,true
5200868563,12.37,true
5200868564,15.31,true
5200868565,18.37,true
5200868566,21.43,true
5200868567,22.73,true
5200868568,24.25,true
5200868569,27.29,true
5200935466,8.53,true
5200935467,10.23,true
5200935468,17.06,true
5200935865,20.78,true
5200935866,20.78,true
5200935900,20.78,true
5200935901,20.78,true
5200935902,20.78,true
5200935903,20.78,true
5200935904,20.78,true
5200935905,20.78,true
5200935906,24.61,true
5200935907,24.61,true
5200937459,10.7,true
5200937462,3.98,true
5200937783,29.67,true
5200937789,50.93,true
5200937793,26.17,true
5200937795,29.7,true
5200937799,26.2,true
5200937800,29.75,true
5200937801,26.2,true
5200937802,28.97,true
5200937803,25.54,true
5200937804,27.75,true
5200937805,21.4,true
5200937821,60.98,true
5200937822,109.08,true
5200937823,60.02,true
5200937824,95.76,true
5200937825,18.81,true
5200557880,6.19,true
5200557902,9.41,true
5200557903,12.54,true
5200557904,11.37,true
5200557905,15.16,true
5200557906,13.4,true
5200557908,17.86,true
5200557909,50.62,true
5200557913,150.99,true
5200557916,0.9,true
5200557917,1.12,true
5200557918,1.35,true
5200557922,0.75,true
5200557923,1.55,true
5200557924,1.86,true
5200557925,0.74,true
5200557926,0.91,true
5200557931,6.33,true
5200557933,0.49,true
5200557934,1.26,true
5200557935,2.92,true
5200557936,3.99,true
5200557937,2.77,true
5200557938,1.72,true
5200557939,2.11,true
5200557940,3.81,true
5200557941,5.52,true
5200557942,7.65,true
5200557944,28.51,true
5200557945,5.11,true
5200569201,9.4,true
5200569202,9.65,true
5200569203,9.88,true
5200569204,10.9,true
5200569205,11.82,true
5200569206,12.39,true
5200569207,14.01,true
5200569208,14.64,true
5200569209,14.88,true
5200569210,15.86,true
5200569211,16.91,true
